time,C,D,E,I,S,T
17.7257999999994, 2216.9735705, 2126.2322532, 11.8192667, 1566.2184854, 1793.7470057, 14.1722014
17.7288999999994, 2216.8488630, 2126.5559247, 11.8213333, 1566.1298897, 1793.6461484, 14.1729934
17.7319999999994, 2216.7241625, 2126.8795778, 11.8234000, 1566.0412997, 1793.5452966, 14.1737855
17.7350999999994, 2216.5994690, 2127.2032126, 11.8254667, 1565.9527154, 1793.4444504, 14.1745776
17.7381999999994, 2216.4747826, 2127.5268291, 11.8275333, 1565.8641366, 1793.3436098, 14.1753697
17.7412999999994, 2216.3501032, 2127.8504273, 11.8296000, 1565.7755635, 1793.2427749, 14.1761619
17.7443999999994, 2216.2254309, 2128.1740072, 11.8316667, 1565.6869960, 1793.1419455, 14.1769541
17.7474999999994, 2216.1007655, 2128.4975688, 11.8337333, 1565.5984342, 1793.0411218, 14.1777463
17.7505999999994, 2215.9761073, 2128.8211120, 11.8358000, 1565.5098780, 1792.9403036, 14.1785386
17.7536999999994, 2215.8514560, 2129.1446370, 11.8378667, 1565.4213274, 1792.8394911, 14.1793308
17.7567999999994, 2215.7268118, 2129.4681437, 11.8399333, 1565.3327825, 1792.7386841, 14.1801232
17.7598999999994, 2215.6021746, 2129.7916321, 11.8420000, 1565.2442432, 1792.6378828, 14.1809155
17.7629999999994, 2215.4775444, 2130.1151022, 11.8440667, 1565.1557095, 1792.5370871, 14.1817079
17.7660999999994, 2215.3529212, 2130.4385540, 11.8461333, 1565.0671814, 1792.4362970, 14.1825003
17.7691999999994, 2215.2283051, 2130.7619875, 11.8482000, 1564.9786590, 1792.3355125, 14.1832928
17.7722999999994, 2215.1036961, 2131.0854027, 11.8502667, 1564.8901422, 1792.2347335, 14.1840852
17.7753999999994, 2214.9790940, 2131.4087996, 11.8523333, 1564.8016310, 1792.1339603, 14.1848777
17.7784999999994, 2214.8544990, 2131.7321782, 11.8544000, 1564.7131255, 1792.0331926, 14.1856703
17.7815999999994, 2214.7299110, 2132.0555386, 11.8564667, 1564.6246255, 1791.9324305, 14.1864629
17.7846999999994, 2214.6053301, 2132.3788806, 11.8585333, 1564.5361312, 1791.8316740, 14.1872555
17.7877999999994, 2214.4807561, 2132.7022044, 11.8606000, 1564.4476425, 1791.7309231, 14.1880481
17.7908999999994, 2214.3561892, 2133.0255098, 11.8626667, 1564.3591594, 1791.6301779, 14.1888408
17.7939999999994, 2214.2316294, 2133.3487970, 11.8647333, 1564.2706820, 1791.5294382, 14.1896335
17.7970999999994, 2214.1070765, 2133.6720659, 11.8668000, 1564.1822101, 1791.4287041, 14.1904262
17.8001999999994, 2213.9825307, 2133.9953165, 11.8688667, 1564.0937439, 1791.3279757, 14.1912190
17.8032999999994, 2213.8579919, 2134.3185488, 11.8709333, 1564.0052833, 1791.2272529, 14.1920118
17.8063999999994, 2213.7334602, 2134.6417629, 11.8730000, 1563.9168283, 1791.1265356, 14.1928046
17.8094999999994, 2213.6089355, 2134.9649587, 11.8750667, 1563.8283789, 1791.0258240, 14.1935975
17.8125999999994, 2213.4844178, 2135.2881362, 11.8771333, 1563.7399351, 1790.9251180, 14.1943904
17.8156999999994, 2213.3599071, 2135.6112954, 11.8792000, 1563.6514969, 1790.8244176, 14.1951833
17.8187999999994, 2213.2354035, 2135.9344363, 11.8812667, 1563.5630643, 1790.7237228, 14.1959762
17.8218999999994, 2213.1109069, 2136.2575590, 11.8833333, 1563.4746373, 1790.6230336, 14.1967692
17.8249999999994, 2212.9864174, 2136.5806634, 11.8854000, 1563.3862160, 1790.5223500, 14.1975623
17.8280999999994, 2212.8619348, 2136.9037495, 11.8874667, 1563.2978002, 1790.4216720, 14.1983553
17.8311999999994, 2212.7374593, 2137.2268173, 11.8895333, 1563.2093900, 1790.3209997, 14.1991484
17.8342999999994, 2212.6129908, 2137.5498669, 11.8916000, 1563.1209855, 1790.2203329, 14.1999415
17.8373999999994, 2212.4885294, 2137.8728982, 11.8936667, 1563.0325865, 1790.1196717, 14.2007347
17.8404999999994, 2212.3640749, 2138.1959112, 11.8957333, 1562.9441932, 1790.0190162, 14.2015279
17.8435999999994, 2212.2396276, 2138.5189060, 11.8978000, 1562.8558054, 1789.9183663, 14.2023211
17.8466999999994, 2212.1151872, 2138.8418825, 11.8998667, 1562.7674233, 1789.8177219, 14.2031143
17.8497999999994, 2211.9907539, 2139.1648408, 11.9019333, 1562.6790467, 1789.7170832, 14.2039076
17.8528999999994, 2211.8663275, 2139.4877807, 11.9040000, 1562.5906757, 1789.6164501, 14.2047009
17.8559999999994, 2211.7419083, 2139.8107024, 11.9060667, 1562.5023103, 1789.5158226, 14.2054943
17.8590999999994, 2211.6174960, 2140.1336059, 11.9081333, 1562.4139505, 1789.4152007, 14.2062876
17.8621999999994, 2211.4930908, 2140.4564911, 11.9102000, 1562.3255964, 1789.3145844, 14.2070811
17.8652999999994, 2211.3686926, 2140.7793580, 11.9122667, 1562.2372477, 1789.2139737, 14.2078745
17.8683999999994, 2211.2443014, 2141.1022067, 11.9143333, 1562.1489047, 1789.1133686, 14.2086680
17.8714999999994, 2211.1199173, 2141.4250371, 11.9164000, 1562.0605673, 1789.0127692, 14.2094615
17.8745999999994, 2210.9955402, 2141.7478493, 11.9184667, 1561.9722355, 1788.9121753, 14.2102550
17.8776999999994, 2210.8711701, 2142.0706432, 11.9205333, 1561.8839092, 1788.8115871, 14.2110486
17.8807999999994, 2210.7468070, 2142.3934188, 11.9226000, 1561.7955885, 1788.7110044, 14.2118422
17.8838999999994, 2210.6224510, 2142.7161762, 11.9246667, 1561.7072734, 1788.6104274, 14.2126358
17.8869999999994, 2210.4981020, 2143.0389154, 11.9267333, 1561.6189639, 1788.5098560, 14.2134295
17.8900999999994, 2210.3737600, 2143.3616363, 11.9288000, 1561.5306600, 1788.4092902, 14.2142232
17.8931999999994, 2210.2494251, 2143.6843389, 11.9308667, 1561.4423616, 1788.3087300, 14.2150169
17.8962999999994, 2210.1250972, 2144.0070234, 11.9329333, 1561.3540689, 1788.2081754, 14.2158107
17.8993999999994, 2210.0007763, 2144.3296895, 11.9350000, 1561.2657817, 1788.1076264, 14.2166045
17.9024999999994, 2209.8764624, 2144.6523374, 11.9370667, 1561.1775001, 1788.0070830, 14.2173983
17.9055999999994, 2209.7521556, 2144.9749671, 11.9391333, 1561.0892240, 1787.9065453, 14.2181922
17.9086999999994, 2209.6278558, 2145.2975785, 11.9412000, 1561.0009536, 1787.8060131, 14.2189861
17.9117999999994, 2209.5035630, 2145.6201717, 11.9432667, 1560.9126887, 1787.7054866, 14.2197800
17.9148999999994, 2209.3792772, 2145.9427467, 11.9453333, 1560.8244293, 1787.6049656, 14.2205740
17.9179999999994, 2209.2549985, 2146.2653034, 11.9474000, 1560.7361756, 1787.5044503, 14.2213680
17.9210999999994, 2209.1307268, 2146.5878418, 11.9494667, 1560.6479274, 1787.4039406, 14.2221620
17.9241999999994, 2209.0064621, 2146.9103621, 11.9515333, 1560.5596848, 1787.3034365, 14.2229561
17.9272999999994, 2208.8822045, 2147.2328641, 11.9536000, 1560.4714478, 1787.2029380, 14.2237502
17.9303999999994, 2208.7579538, 2147.5553478, 11.9556667, 1560.3832163, 1787.1024451, 14.2245443
17.9334999999994, 2208.6337102, 2147.8778133, 11.9577333, 1560.2949904, 1787.0019578, 14.2253385
17.9365999999994, 2208.5094737, 2148.2002606, 11.9598000, 1560.2067700, 1786.9014761, 14.2261327
17.9396999999994, 2208.3852441, 2148.5226897, 11.9618667, 1560.1185552, 1786.8010001, 14.2269269
17.9427999999994, 2208.2610216, 2148.8451005, 11.9639333, 1560.0303460, 1786.7005296, 14.2277212
17.9458999999994, 2208.1368061, 2149.1674931, 11.9660000, 1559.9421423, 1786.6000648, 14.2285154
17.9489999999994, 2208.0125976, 2149.4898675, 11.9680667, 1559.8539442, 1786.4996055, 14.2293098
17.9520999999994, 2207.8883962, 2149.8122237, 11.9701333, 1559.7657517, 1786.3991519, 14.2301041
17.9551999999994, 2207.7642018, 2150.1345616, 11.9722000, 1559.6775647, 1786.2987039, 14.2308985
17.9582999999994, 2207.6400144, 2150.4568813, 11.9742667, 1559.5893833, 1786.1982615, 14.2316929
17.9613999999994, 2207.5158340, 2150.7791827, 11.9763333, 1559.5012074, 1786.0978247, 14.2324874
17.9644999999994, 2207.3916607, 2151.1014660, 11.9784000, 1559.4130371, 1785.9973935, 14.2332819
17.9675999999994, 2207.2674943, 2151.4237310, 11.9804667, 1559.3248723, 1785.8969680, 14.2340764
17.9706999999994, 2207.1433350, 2151.7459778, 11.9825333, 1559.2367131, 1785.7965480, 14.2348710
17.9737999999994, 2207.0191828, 2152.0682064, 11.9846000, 1559.1485594, 1785.6961336, 14.2356655
17.9768999999994, 2206.8950375, 2152.3904168, 11.9866667, 1559.0604113, 1785.5957249, 14.2364602
17.9799999999994, 2206.7708993, 2152.7126090, 11.9887333, 1558.9722688, 1785.4953218, 14.2372548
17.9830999999994, 2206.6467681, 2153.0347829, 11.9908000, 1558.8841317, 1785.3949242, 14.2380495
17.9861999999994, 2206.5226439, 2153.3569386, 11.9928667, 1558.7960003, 1785.2945323, 14.2388442
17.9892999999994, 2206.3985268, 2153.6790762, 11.9949333, 1558.7078743, 1785.1941460, 14.2396390
17.9923999999994, 2206.2744167, 2154.0011955, 11.9970000, 1558.6197540, 1785.0937653, 14.2404338
17.9954999999994, 2206.1503136, 2154.3232966, 11.9990667, 1558.5316391, 1784.9933903, 14.2412286
17.9985999999994, 2206.0262175, 2154.6453794, 12.0011333, 1558.4435298, 1784.8930208, 14.2420234
18.0016999999994, 2205.9021284, 2154.9674441, 12.0032000, 1558.3554261, 1784.7926569, 14.2428183
18.0047999999994, 2205.7780464, 2155.2894906, 12.0052667, 1558.2673279, 1784.6922987, 14.2436132
18.0078999999994, 2205.6539714, 2155.6115189, 12.0073333, 1558.1792352, 1784.5919460, 14.2444082
18.0109999999994, 2205.5299034, 2155.9335289, 12.0094000, 1558.0911480, 1784.4915990, 14.2452032
18.0140999999994, 2205.4058424, 2156.2555208, 12.0114667, 1558.0030664, 1784.3912576, 14.2459982
18.0171999999994, 2205.2817885, 2156.5774944, 12.0135333, 1557.9149904, 1784.2909218, 14.2467932
18.0202999999994, 2205.1577416, 2156.8994499, 12.0156000, 1557.8269199, 1784.1905916, 14.2475883
18.0233999999994, 2205.0337017, 2157.2213871, 12.0176667, 1557.7388549, 1784.0902670, 14.2483834
18.0264999999994, 2204.9096688, 2157.5433062, 12.0197333, 1557.6507954, 1783.9899480, 14.2491786
18.0295999999994, 2204.7856430, 2157.8652070, 12.0218000, 1557.5627415, 1783.8896347, 14.2499737
18.0326999999994, 2204.6616242, 2158.1870897, 12.0238667, 1557.4746931, 1783.7893269, 14.2507690
18.0357999999994, 2204.5376124, 2158.5089541, 12.0259333, 1557.3866502, 1783.6890248, 14.2515642
18.0388999999994, 2204.4136076, 2158.8308004, 12.0280000, 1557.2986129, 1783.5887282, 14.2523595
18.0419999999994, 2204.2896098, 2159.1526285, 12.0300667, 1557.2105810, 1783.4884373, 14.2531548
18.0450999999994, 2204.1656191, 2159.4744384, 12.0321333, 1557.1225548, 1783.3881520, 14.2539502
18.0481999999994, 2204.0416354, 2159.7962300, 12.0342000, 1557.0345340, 1783.2878723, 14.2547455
18.0512999999994, 2203.9176587, 2160.1180035, 12.0362667, 1556.9465188, 1783.1875982, 14.2555410
18.0543999999994, 2203.7936890, 2160.4397588, 12.0383333, 1556.8585090, 1783.0873297, 14.2563364
18.0574999999994, 2203.6697264, 2160.7614960, 12.0404000, 1556.7705049, 1782.9870669, 14.2571319
18.0605999999994, 2203.5457707, 2161.0832149, 12.0424667, 1556.6825062, 1782.8868096, 14.2579274
18.0636999999994, 2203.4218221, 2161.4049157, 12.0445333, 1556.5945130, 1782.7865580, 14.2587229
18.0667999999994, 2203.2978805, 2161.7265982, 12.0466000, 1556.5065254, 1782.6863119, 14.2595185
18.0698999999994, 2203.1739460, 2162.0482626, 12.0486667, 1556.4185433, 1782.5860715, 14.2603141
18.0729999999994, 2203.0500184, 2162.3699088, 12.0507333, 1556.3305667, 1782.4858367, 14.2611098
18.0760999999994, 2202.9260979, 2162.6915368, 12.0528000, 1556.2425956, 1782.3856075, 14.2619055
18.0791999999994, 2202.8021844, 2163.0131467, 12.0548667, 1556.1546300, 1782.2853839, 14.2627012
18.0822999999994, 2202.6782779, 2163.3347383, 12.0569333, 1556.0666700, 1782.1851659, 14.2634969
18.0853999999994, 2202.5543785, 2163.6563118, 12.0590000, 1555.9787154, 1782.0849536, 14.2642927
18.0884999999994, 2202.4304860, 2163.9778671, 12.0610667, 1555.8907664, 1781.9847468, 14.2650885
18.0915999999994, 2202.3066006, 2164.2994042, 12.0631333, 1555.8028229, 1781.8845457, 14.2658844
18.0946999999994, 2202.1827222, 2164.6209232, 12.0652000, 1555.7148849, 1781.7843501, 14.2666803
18.0977999999994, 2202.0588508, 2164.9424240, 12.0672667, 1555.6269524, 1781.6841602, 14.2674762
18.1008999999994, 2201.9349865, 2165.2639066, 12.0693333, 1555.5390254, 1781.5839759, 14.2682721
18.1039999999994, 2201.8111291, 2165.5853710, 12.0714000, 1555.4511039, 1781.4837972, 14.2690681
18.1070999999994, 2201.6872788, 2165.9068173, 12.0734667, 1555.3631879, 1781.3836241, 14.2698641
18.1101999999994, 2201.5634355, 2166.2282454, 12.0755333, 1555.2752775, 1781.2834566, 14.2706602
18.1132999999994, 2201.4395992, 2166.5496553, 12.0776000, 1555.1873725, 1781.1832948, 14.2714563
18.1163999999994, 2201.3157700, 2166.8710471, 12.0796667, 1555.0994730, 1781.0831385, 14.2722524
18.1194999999994, 2201.1919477, 2167.1924207, 12.0817333, 1555.0115791, 1780.9829879, 14.2730485
18.1225999999994, 2201.0681325, 2167.5137761, 12.0838000, 1554.9236906, 1780.8828428, 14.2738447
18.1256999999994, 2200.9443243, 2167.8351134, 12.0858667, 1554.8358076, 1780.7827034, 14.2746409
18.1287999999994, 2200.8205231, 2168.1564325, 12.0879333, 1554.7479302, 1780.6825696, 14.2754372
18.1318999999994, 2200.6967289, 2168.4777335, 12.0900000, 1554.6600582, 1780.5824414, 14.2762335
18.1349999999994, 2200.5729418, 2168.7990163, 12.0920667, 1554.5721917, 1780.4823188, 14.2770298
18.1380999999994, 2200.4491616, 2169.1202809, 12.0941333, 1554.4843307, 1780.3822018, 14.2778261
18.1411999999994, 2200.3253885, 2169.4415274, 12.0962000, 1554.3964752, 1780.2820905, 14.2786225
18.1442999999994, 2200.2016224, 2169.7627557, 12.0982667, 1554.3086253, 1780.1819847, 14.2794189
18.1473999999994, 2200.0778633, 2170.0839659, 12.1003333, 1554.2207808, 1780.0818846, 14.2802154
18.1504999999994, 2199.9541113, 2170.4051579, 12.1024000, 1554.1329417, 1779.9817901, 14.2810119
18.1535999999994, 2199.8303662, 2170.7263318, 12.1044667, 1554.0451082, 1779.8817011, 14.2818084
18.1566999999994, 2199.7066282, 2171.0474875, 12.1065333, 1553.9572802, 1779.7816178, 14.2826050
18.1597999999994, 2199.5828972, 2171.3686251, 12.1086000, 1553.8694577, 1779.6815401, 14.2834016
18.1628999999994, 2199.4591732, 2171.6897445, 12.1106667, 1553.7816406, 1779.5814680, 14.2841982
18.1659999999994, 2199.3354562, 2172.0108457, 12.1127333, 1553.6938290, 1779.4814016, 14.2849948
18.1690999999994, 2199.2117462, 2172.3319288, 12.1148000, 1553.6060230, 1779.3813407, 14.2857915
18.1721999999994, 2199.0880433, 2172.6529938, 12.1168667, 1553.5182224, 1779.2812854, 14.2865882
18.1752999999994, 2198.9643474, 2172.9740406, 12.1189333, 1553.4304273, 1779.1812358, 14.2873850
18.1783999999994, 2198.8406584, 2173.2950693, 12.1210000, 1553.3426376, 1779.0811918, 14.2881818
18.1814999999994, 2198.7169765, 2173.6160799, 12.1230667, 1553.2548535, 1778.9811534, 14.2889786
18.1845999999994, 2198.5933017, 2173.9370723, 12.1251333, 1553.1670748, 1778.8811205, 14.2897755
18.1876999999994, 2198.4696338, 2174.2580465, 12.1272000, 1553.0793016, 1778.7810934, 14.2905724
18.1907999999994, 2198.3459729, 2174.5790027, 12.1292667, 1552.9915339, 1778.6810718, 14.2913693
18.1938999999994, 2198.2223191, 2174.8999406, 12.1313333, 1552.9037717, 1778.5810558, 14.2921663
18.1969999999994, 2198.0986723, 2175.2208605, 12.1334000, 1552.8160149, 1778.4810454, 14.2929633
18.2000999999994, 2197.9750325, 2175.5417622, 12.1354667, 1552.7282636, 1778.3810407, 14.2937603
18.2031999999994, 2197.8513997, 2175.8626458, 12.1375333, 1552.6405178, 1778.2810415, 14.2945574
18.2062999999994, 2197.7277739, 2176.1835112, 12.1396000, 1552.5527775, 1778.1810480, 14.2953544
18.2093999999994, 2197.6041552, 2176.5043585, 12.1416667, 1552.4650426, 1778.0810601, 14.2961516
18.2124999999994, 2197.4805434, 2176.8251877, 12.1437333, 1552.3773132, 1777.9810778, 14.2969487
18.2155999999994, 2197.3569387, 2177.1459988, 12.1458000, 1552.2895893, 1777.8811011, 14.2977459
18.2186999999994, 2197.2333410, 2177.4667917, 12.1478667, 1552.2018708, 1777.7811300, 14.2985432
18.2217999999994, 2197.1097503, 2177.7875665, 12.1499333, 1552.1141579, 1777.6811645, 14.2993404
18.2248999999994, 2196.9861666, 2178.1083231, 12.1520000, 1552.0264503, 1777.5812047, 14.3001377
18.2279999999994, 2196.8625899, 2178.4290617, 12.1540667, 1551.9387483, 1777.4812504, 14.3009351
18.2310999999994, 2196.7390203, 2178.7497821, 12.1561333, 1551.8510517, 1777.3813018, 14.3017325
18.2341999999994, 2196.6154576, 2179.0704844, 12.1582000, 1551.7633606, 1777.2813588, 14.3025299
18.2372999999994, 2196.4919020, 2179.3911686, 12.1602667, 1551.6756749, 1777.1814213, 14.3033273
18.2403999999994, 2196.3683534, 2179.7118346, 12.1623333, 1551.5879947, 1777.0814895, 14.3041248
18.2434999999994, 2196.2448118, 2180.0324826, 12.1644000, 1551.5003200, 1776.9815633, 14.3049223
18.2465999999994, 2196.1212772, 2180.3531124, 12.1664667, 1551.4126507, 1776.8816428, 14.3057198
18.2496999999994, 2195.9977496, 2180.6737241, 12.1685333, 1551.3249869, 1776.7817278, 14.3065174
18.2527999999994, 2195.8742290, 2180.9943176, 12.1706000, 1551.2373286, 1776.6818184, 14.3073150
18.2558999999994, 2195.7507155, 2181.3148931, 12.1726667, 1551.1496757, 1776.5819147, 14.3081126
18.2589999999994, 2195.6272089, 2181.6354505, 12.1747333, 1551.0620282, 1776.4820165, 14.3089103
18.2620999999994, 2195.5037094, 2181.9559897, 12.1768000, 1550.9743862, 1776.3821240, 14.3097080
18.2651999999994, 2195.3802169, 2182.2765108, 12.1788667, 1550.8867497, 1776.2822371, 14.3105058
18.2682999999994, 2195.2567314, 2182.5970138, 12.1809333, 1550.7991186, 1776.1823558, 14.3113035
18.2713999999994, 2195.1332529, 2182.9174987, 12.1830000, 1550.7114930, 1776.0824801, 14.3121014
18.2744999999994, 2195.0097814, 2183.2379655, 12.1850667, 1550.6238728, 1775.9826100, 14.3128992
18.2775999999994, 2194.8863169, 2183.5584142, 12.1871333, 1550.5362581, 1775.8827455, 14.3136971
18.2806999999994, 2194.7628595, 2183.8788448, 12.1892000, 1550.4486488, 1775.7828867, 14.3144950
18.2837999999994, 2194.6394090, 2184.1992573, 12.1912667, 1550.3610450, 1775.6830334, 14.3152930
18.2868999999994, 2194.5159656, 2184.5196517, 12.1933333, 1550.2734467, 1775.5831858, 14.3160909
18.2899999999994, 2194.3925292, 2184.8400279, 12.1954000, 1550.1858537, 1775.4833437, 14.3168890
18.2930999999994, 2194.2690998, 2185.1603861, 12.1974667, 1550.0982662, 1775.3835073, 14.3176870
18.2961999999994, 2194.1456774, 2185.4807262, 12.1995333, 1550.0106842, 1775.2836765, 14.3184851
18.2992999999994, 2194.0222620, 2185.8010481, 12.2016000, 1549.9231076, 1775.1838513, 14.3192832
18.3023999999994, 2193.8988536, 2186.1213520, 12.2036667, 1549.8355365, 1775.0840317, 14.3200814
18.3054999999994, 2193.7754522, 2186.4416378, 12.2057333, 1549.7479708, 1774.9842178, 14.3208796
18.3085999999994, 2193.6520578, 2186.7619055, 12.2078000, 1549.6604105, 1774.8844094, 14.3216778
18.3116999999994, 2193.5286705, 2187.0821551, 12.2098667, 1549.5728557, 1774.7846066, 14.3224761
18.3147999999994, 2193.4052901, 2187.4023865, 12.2119333, 1549.4853063, 1774.6848095, 14.3232744
18.3178999999994, 2193.2819168, 2187.7225999, 12.2140000, 1549.3977623, 1774.5850180, 14.3240727
18.3209999999994, 2193.1585505, 2188.0427952, 12.2160667, 1549.3102238, 1774.4852320, 14.3248711
18.3240999999994, 2193.0351912, 2188.3629725, 12.2181333, 1549.2226908, 1774.3854517, 14.3256695
18.3271999999994, 2192.9118389, 2188.6831316, 12.2202000, 1549.1351631, 1774.2856770, 14.3264679
18.3302999999994, 2192.7884936, 2189.0032726, 12.2222667, 1549.0476409, 1774.1859079, 14.3272664
18.3333999999994, 2192.6651553, 2189.3233956, 12.2243333, 1548.9601242, 1774.0861445, 14.3280649
18.3364999999994, 2192.5418240, 2189.6435004, 12.2264000, 1548.8726128, 1773.9863866, 14.3288634
18.3395999999994, 2192.4184997, 2189.9635872, 12.2284667, 1548.7851069, 1773.8866343, 14.3296620
18.3426999999994, 2192.2951824, 2190.2836559, 12.2305333, 1548.6976065, 1773.7868877, 14.3304606
18.3457999999994, 2192.1718722, 2190.6037065, 12.2326000, 1548.6101114, 1773.6871466, 14.3312592
18.3488999999994, 2192.0485689, 2190.9237391, 12.2346667, 1548.5226218, 1773.5874112, 14.3320579
18.3519999999994, 2191.9252727, 2191.2437535, 12.2367333, 1548.4351376, 1773.4876814, 14.3328566
18.3550999999994, 2191.8019835, 2191.5637499, 12.2388000, 1548.3476589, 1773.3879572, 14.3336553
18.3581999999994, 2191.6787012, 2191.8837282, 12.2408667, 1548.2601855, 1773.2882386, 14.3344541
18.3612999999994, 2191.5554260, 2192.2036884, 12.2429333, 1548.1727176, 1773.1885256, 14.3352529
18.3643999999994, 2191.4321578, 2192.5236305, 12.2450000, 1548.0852551, 1773.0888182, 14.3360518
18.3674999999994, 2191.3088966, 2192.8435546, 12.2470667, 1547.9977981, 1772.9891165, 14.3368507
18.3705999999994, 2191.1856424, 2193.1634606, 12.2491333, 1547.9103464, 1772.8894203, 14.3376496
18.3736999999994, 2191.0623952, 2193.4833485, 12.2512000, 1547.8229002, 1772.7897297, 14.3384485
18.3767999999994, 2190.9391550, 2193.8032184, 12.2532667, 1547.7354594, 1772.6900448, 14.3392475
18.3798999999994, 2190.8159218, 2194.1230701, 12.2553333, 1547.6480241, 1772.5903655, 14.3400465
18.3829999999994, 2190.6926957, 2194.4429039, 12.2574000, 1547.5605941, 1772.4906918, 14.3408456
18.3860999999994, 2190.5694765, 2194.7627195, 12.2594667, 1547.4731696, 1772.3910237, 14.3416447
18.3891999999994, 2190.4462643, 2195.0825171, 12.2615333, 1547.3857505, 1772.2913612, 14.3424438
18.3922999999994, 2190.3230592, 2195.4022966, 12.2636000, 1547.2983368, 1772.1917043, 14.3432430
18.3953999999994, 2190.1998610, 2195.7220580, 12.2656667, 1547.2109285, 1772.0920530, 14.3440422
18.3984999999994, 2190.0766699, 2196.0418014, 12.2677333, 1547.1235256, 1771.9924073, 14.3448414
18.4015999999994, 2189.9534857, 2196.3615267, 12.2698000, 1547.0361281, 1771.8927673, 14.3456407
18.4046999999994, 2189.8303086, 2196.6812340, 12.2718667, 1546.9487361, 1771.7931328, 14.3464400
18.4077999999994, 2189.7071385, 2197.0009232, 12.2739333, 1546.8613495, 1771.6935040, 14.3472393
18.4108999999994, 2189.5839753, 2197.3205943, 12.2760000, 1546.7739682, 1771.5938808, 14.3480387
18.4139999999994, 2189.4608192, 2197.6402474, 12.2780667, 1546.6865924, 1771.4942631, 14.3488381
18.4170999999994, 2189.3376701, 2197.9598824, 12.2801333, 1546.5992220, 1771.3946511, 14.3496375
18.4201999999994, 2189.2145280, 2198.2794994, 12.2822000, 1546.5118570, 1771.2950447, 14.3504370
18.4232999999994, 2189.0913929, 2198.5990983, 12.2842667, 1546.4244974, 1771.1954439, 14.3512365
18.4263999999994, 2188.9682647, 2198.9186792, 12.2863333, 1546.3371432, 1771.0958488, 14.3520360
18.4294999999994, 2188.8451436, 2199.2382420, 12.2884000, 1546.2497944, 1770.9962592, 14.3528356
18.4325999999994, 2188.7220295, 2199.5577867, 12.2904667, 1546.1624511, 1770.8966752, 14.3536352
18.4356999999994, 2188.5989224, 2199.8773134, 12.2925333, 1546.0751131, 1770.7970969, 14.3544349
18.4387999999994, 2188.4758223, 2200.1968221, 12.2946000, 1545.9877805, 1770.6975241, 14.3552345
18.4418999999994, 2188.3527292, 2200.5163127, 12.2966667, 1545.9004534, 1770.5979570, 14.3560343
18.4449999999994, 2188.2296431, 2200.8357853, 12.2987333, 1545.8131316, 1770.4983955, 14.3568340
18.4480999999994, 2188.1065641, 2201.1552398, 12.3008000, 1545.7258152, 1770.3988395, 14.3576338
18.4511999999994, 2187.9834920, 2201.4746762, 12.3028667, 1545.6385042, 1770.2992892, 14.3584336
18.4542999999994, 2187.8604269, 2201.7940947, 12.3049333, 1545.5511987, 1770.1997445, 14.3592335
18.4573999999994, 2187.7373688, 2202.1134951, 12.3070000, 1545.4638985, 1770.1002054, 14.3600334
18.4604999999994, 2187.6143177, 2202.4328774, 12.3090667, 1545.3766037, 1770.0006720, 14.3608333
18.4635999999994, 2187.4912736, 2202.7522417, 12.3111333, 1545.2893143, 1769.9011441, 14.3616333
18.4666999999994, 2187.3682366, 2203.0715880, 12.3132000, 1545.2020303, 1769.8016218, 14.3624333
18.4697999999994, 2187.2452065, 2203.3909162, 12.3152667, 1545.1147518, 1769.7021052, 14.3632333
18.4728999999994, 2187.1221834, 2203.7102264, 12.3173333, 1545.0274785, 1769.6025941, 14.3640334
18.4759999999994, 2186.9991673, 2204.0295185, 12.3194000, 1544.9402107, 1769.5030887, 14.3648335
18.4790999999994, 2186.8761582, 2204.3487927, 12.3214667, 1544.8529483, 1769.4035889, 14.3656336
18.4821999999994, 2186.7531562, 2204.6680488, 12.3235333, 1544.7656913, 1769.3040946, 14.3664338
18.4852999999994, 2186.6301611, 2204.9872868, 12.3256000, 1544.6784396, 1769.2046060, 14.3672340
18.4883999999994, 2186.5071730, 2205.3065068, 12.3276667, 1544.5911934, 1769.1051230, 14.3680342
18.4914999999994, 2186.3841919, 2205.6257088, 12.3297333, 1544.5039525, 1769.0056456, 14.3688345
18.4945999999994, 2186.2612179, 2205.9448928, 12.3318000, 1544.4167170, 1768.9061738, 14.3696348
18.4976999999994, 2186.1382508, 2206.2640587, 12.3338667, 1544.3294869, 1768.8067077, 14.3704352
18.5007999999994, 2186.0152907, 2206.5832066, 12.3359333, 1544.2422622, 1768.7072471, 14.3712356
18.5038999999994, 2185.8923376, 2206.9023365, 12.3380000, 1544.1550429, 1768.6077921, 14.3720360
18.5069999999994, 2185.7693915, 2207.2214484, 12.3400667, 1544.0678290, 1768.5083428, 14.3728364
18.5100999999994, 2185.6464524, 2207.5405422, 12.3421333, 1543.9806204, 1768.4088990, 14.3736369
18.5131999999994, 2185.5235204, 2207.8596180, 12.3442000, 1543.8934172, 1768.3094609, 14.3744374
18.5162999999994, 2185.4005953, 2208.1786758, 12.3462667, 1543.8062194, 1768.2100284, 14.3752380
18.5193999999994, 2185.2776772, 2208.4977156, 12.3483333, 1543.7190270, 1768.1106014, 14.3760386
18.5224999999994, 2185.1547661, 2208.8167374, 12.3504000, 1543.6318400, 1768.0111801, 14.3768392
18.5255999999994, 2185.0318620, 2209.1357411, 12.3524667, 1543.5446583, 1767.9117644, 14.3776399
