time,C,D,E,I,S,T
18.5286999999994, 2184.9089649, 2209.4547268, 12.3545333, 1543.4574820, 1767.8123543, 14.3784406
18.5317999999994, 2184.7860748, 2209.7736945, 12.3566000, 1543.3703111, 1767.7129498, 14.3792413
18.5348999999994, 2184.6631917, 2210.0926442, 12.3586667, 1543.2831456, 1767.6135510, 14.3800421
18.5379999999994, 2184.5403156, 2210.4115759, 12.3607333, 1543.1959854, 1767.5141577, 14.3808429
18.5410999999994, 2184.4174465, 2210.7304896, 12.3628000, 1543.1088306, 1767.4147700, 14.3816438
18.5441999999994, 2184.2945844, 2211.0493852, 12.3648667, 1543.0216812, 1767.3153879, 14.3824446
18.5472999999994, 2184.1717293, 2211.3682628, 12.3669333, 1542.9345371, 1767.2160115, 14.3832456
18.5503999999994, 2184.0488812, 2211.6871225, 12.3690000, 1542.8473985, 1767.1166406, 14.3840465
18.5534999999994, 2183.9260400, 2212.0059641, 12.3710667, 1542.7602652, 1767.0172754, 14.3848475
18.5565999999994, 2183.8032059, 2212.3247877, 12.3731333, 1542.6731372, 1766.9179158, 14.3856485
18.5596999999994, 2183.6803788, 2212.6435933, 12.3752000, 1542.5860147, 1766.8185617, 14.3864496
18.5627999999994, 2183.5575586, 2212.9623810, 12.3772667, 1542.4988975, 1766.7192133, 14.3872506
18.5658999999994, 2183.4347455, 2213.2811506, 12.3793333, 1542.4117856, 1766.6198705, 14.3880518
18.5689999999994, 2183.3119394, 2213.5999022, 12.3814000, 1542.3246791, 1766.5205333, 14.3888529
18.5720999999994, 2183.1891402, 2213.9186358, 12.3834667, 1542.2375780, 1766.4212017, 14.3896541
18.5751999999994, 2183.0663481, 2214.2373514, 12.3855333, 1542.1504823, 1766.3218757, 14.3904554
18.5782999999994, 2182.9435629, 2214.5560490, 12.3876000, 1542.0633919, 1766.2225553, 14.3912566
18.5813999999994, 2182.8207847, 2214.8747286, 12.3896667, 1541.9763069, 1766.1232406, 14.3920579
18.5844999999994, 2182.6980136, 2215.1933902, 12.3917333, 1541.8892273, 1766.0239314, 14.3928593
18.5875999999994, 2182.5752494, 2215.5120338, 12.3938000, 1541.8021530, 1765.9246278, 14.3936606
18.5906999999994, 2182.4524922, 2215.8306594, 12.3958667, 1541.7150840, 1765.8253299, 14.3944621
18.5937999999994, 2182.3297420, 2216.1492670, 12.3979333, 1541.6280204, 1765.7260375, 14.3952635
18.5968999999994, 2182.2069988, 2216.4678567, 12.4000000, 1541.5409622, 1765.6267508, 14.3960650
18.5999999999994, 2182.0842626, 2216.7864283, 12.4020667, 1541.4539094, 1765.5274696, 14.3968665
18.6030999999994, 2181.9615334, 2217.1049820, 12.4041333, 1541.3668619, 1765.4281941, 14.3976680
18.6061999999994, 2181.8388112, 2217.4235176, 12.4062000, 1541.2798197, 1765.3289242, 14.3984696
18.6092999999994, 2181.7160959, 2217.7420353, 12.4082667, 1541.1927829, 1765.2296598, 14.3992713
18.6123999999994, 2181.5933877, 2218.0605350, 12.4103333, 1541.1057515, 1765.1304011, 14.4000729
18.6154999999994, 2181.4706865, 2218.3790167, 12.4124000, 1541.0187254, 1765.0311480, 14.4008746
18.6185999999994, 2181.3479922, 2218.6974804, 12.4144667, 1540.9317046, 1764.9319005, 14.4016763
18.6216999999994, 2181.2253049, 2219.0159262, 12.4165333, 1540.8446892, 1764.8326586, 14.4024781
18.6247999999994, 2181.1026247, 2219.3343539, 12.4186000, 1540.7576792, 1764.7334223, 14.4032799
18.6278999999994, 2180.9799514, 2219.6527637, 12.4206667, 1540.6706745, 1764.6341916, 14.4040817
18.6309999999994, 2180.8572851, 2219.9711555, 12.4227333, 1540.5836752, 1764.5349666, 14.4048836
18.6340999999994, 2180.7346258, 2220.2895293, 12.4248000, 1540.4966812, 1764.4357471, 14.4056855
18.6371999999994, 2180.6119735, 2220.6078851, 12.4268667, 1540.4096925, 1764.3365332, 14.4064875
18.6402999999994, 2180.4893282, 2220.9262230, 12.4289333, 1540.3227092, 1764.2373249, 14.4072894
18.6433999999994, 2180.3666899, 2221.2445428, 12.4310000, 1540.2357313, 1764.1381223, 14.4080915
18.6464999999994, 2180.2440585, 2221.5628448, 12.4330667, 1540.1487587, 1764.0389252, 14.4088935
18.6495999999994, 2180.1214342, 2221.8811287, 12.4351333, 1540.0617914, 1763.9397338, 14.4096956
18.6526999999994, 2179.9988168, 2222.1993947, 12.4372000, 1539.9748295, 1763.8405479, 14.4104977
18.6557999999994, 2179.8762065, 2222.5176426, 12.4392667, 1539.8878729, 1763.7413677, 14.4112999
18.6588999999994, 2179.7536031, 2222.8358727, 12.4413333, 1539.8009217, 1763.6421931, 14.4121021
18.6619999999994, 2179.6310067, 2223.1540847, 12.4434000, 1539.7139758, 1763.5430240, 14.4129043
18.6650999999994, 2179.5084173, 2223.4722788, 12.4454667, 1539.6270352, 1763.4438606, 14.4137066
18.6681999999994, 2179.3858349, 2223.7904549, 12.4475333, 1539.5401000, 1763.3447028, 14.4145089
18.6712999999994, 2179.2632595, 2224.1086131, 12.4496000, 1539.4531701, 1763.2455506, 14.4153112
18.6743999999994, 2179.1406911, 2224.4267532, 12.4516667, 1539.3662455, 1763.1464040, 14.4161136
18.6774999999994, 2179.0181296, 2224.7448755, 12.4537333, 1539.2793263, 1763.0472629, 14.4169160
18.6805999999994, 2178.8955752, 2225.0629797, 12.4558000, 1539.1924125, 1762.9481275, 14.4177184
18.6836999999994, 2178.7730277, 2225.3810660, 12.4578667, 1539.1055039, 1762.8489977, 14.4185209
18.6867999999994, 2178.6504872, 2225.6991344, 12.4599333, 1539.0186007, 1762.7498735, 14.4193234
18.6898999999994, 2178.5279537, 2226.0171847, 12.4620000, 1538.9317028, 1762.6507550, 14.4201260
18.6929999999994, 2178.4054272, 2226.3352172, 12.4640667, 1538.8448103, 1762.5516420, 14.4209285
18.6960999999994, 2178.2829077, 2226.6532316, 12.4661333, 1538.7579231, 1762.4525346, 14.4217312
18.6991999999994, 2178.1603951, 2226.9712281, 12.4682000, 1538.6710412, 1762.3534328, 14.4225338
18.7022999999994, 2178.0378896, 2227.2892067, 12.4702667, 1538.5841646, 1762.2543366, 14.4233365
18.7053999999994, 2177.9153910, 2227.6071673, 12.4723333, 1538.4972934, 1762.1552460, 14.4241393
18.7084999999994, 2177.7928995, 2227.9251099, 12.4744000, 1538.4104275, 1762.0561611, 14.4249420
18.7115999999994, 2177.6704149, 2228.2430346, 12.4764667, 1538.3235669, 1761.9570817, 14.4257448
18.7146999999994, 2177.5479373, 2228.5609414, 12.4785333, 1538.2367117, 1761.8580079, 14.4265477
18.7177999999994, 2177.4254667, 2228.8788302, 12.4806000, 1538.1498618, 1761.7589398, 14.4273505
18.7208999999994, 2177.3030030, 2229.1967010, 12.4826667, 1538.0630172, 1761.6598772, 14.4281534
18.7239999999994, 2177.1805464, 2229.5145539, 12.4847333, 1537.9761779, 1761.5608203, 14.4289564
18.7270999999994, 2177.0580967, 2229.8323889, 12.4868000, 1537.8893439, 1761.4617689, 14.4297594
18.7301999999994, 2176.9356540, 2230.1502059, 12.4888667, 1537.8025153, 1761.3627232, 14.4305624
18.7332999999994, 2176.8132183, 2230.4680049, 12.4909333, 1537.7156920, 1761.2636830, 14.4313654
18.7363999999994, 2176.6907896, 2230.7857861, 12.4930000, 1537.6288740, 1761.1646485, 14.4321685
18.7394999999994, 2176.5683679, 2231.1035492, 12.4950667, 1537.5420614, 1761.0656196, 14.4329717
18.7425999999994, 2176.4459532, 2231.4212945, 12.4971333, 1537.4552540, 1760.9665962, 14.4337748
18.7456999999994, 2176.3235454, 2231.7390218, 12.4992000, 1537.3684520, 1760.8675785, 14.4345780
18.7487999999994, 2176.2011446, 2232.0567311, 12.5012667, 1537.2816553, 1760.7685663, 14.4353813
18.7518999999994, 2176.0787508, 2232.3744226, 12.5033333, 1537.1948639, 1760.6695598, 14.4361845
18.7549999999994, 2175.9563640, 2232.6920961, 12.5054000, 1537.1080778, 1760.5705589, 14.4369878
18.7580999999994, 2175.8339842, 2233.0097516, 12.5074667, 1537.0212970, 1760.4715636, 14.4377912
18.7611999999994, 2175.7116113, 2233.3273892, 12.5095333, 1536.9345216, 1760.3725738, 14.4385946
18.7642999999994, 2175.5892455, 2233.6450089, 12.5116000, 1536.8477514, 1760.2735897, 14.4393980
18.7673999999994, 2175.4668866, 2233.9626107, 12.5136667, 1536.7609866, 1760.1746112, 14.4402014
18.7704999999994, 2175.3445347, 2234.2801945, 12.5157333, 1536.6742271, 1760.0756383, 14.4410049
18.7735999999994, 2175.2221898, 2234.5977604, 12.5178000, 1536.5874729, 1759.9766710, 14.4418084
18.7766999999994, 2175.0998518, 2234.9153084, 12.5198667, 1536.5007240, 1759.8777092, 14.4426120
18.7797999999994, 2174.9775209, 2235.2328384, 12.5219333, 1536.4139804, 1759.7787531, 14.4434156
18.7828999999994, 2174.8551969, 2235.5503505, 12.5240000, 1536.3272422, 1759.6798026, 14.4442192
18.7859999999994, 2174.7328799, 2235.8678447, 12.5260667, 1536.2405092, 1759.5808577, 14.4450229
18.7890999999994, 2174.6105699, 2236.1853210, 12.5281333, 1536.1537815, 1759.4819184, 14.4458266
18.7921999999994, 2174.4882669, 2236.5027793, 12.5302000, 1536.0670592, 1759.3829847, 14.4466303
18.7952999999994, 2174.3659708, 2236.8202197, 12.5322667, 1535.9803421, 1759.2840566, 14.4474341
18.7983999999994, 2174.2436817, 2237.1376422, 12.5343333, 1535.8936304, 1759.1851341, 14.4482379
18.8014999999994, 2174.1213996, 2237.4550468, 12.5364000, 1535.8069239, 1759.0862172, 14.4490418
18.8045999999994, 2173.9991245, 2237.7724335, 12.5384667, 1535.7202228, 1758.9873059, 14.4498457
18.8076999999994, 2173.8768564, 2238.0898022, 12.5405333, 1535.6335270, 1758.8884002, 14.4506496
18.8107999999994, 2173.7545952, 2238.4071531, 12.5426000, 1535.5468364, 1758.7895000, 14.4514535
18.8138999999994, 2173.6323410, 2238.7244860, 12.5446667, 1535.4601512, 1758.6906055, 14.4522575
18.8169999999994, 2173.5100938, 2239.0418010, 12.5467333, 1535.3734713, 1758.5917166, 14.4530616
18.8200999999994, 2173.3878536, 2239.3590980, 12.5488000, 1535.2867966, 1758.4928333, 14.4538656
18.8231999999994, 2173.2656204, 2239.6763772, 12.5508667, 1535.2001273, 1758.3939556, 14.4546697
18.8262999999994, 2173.1433941, 2239.9936385, 12.5529333, 1535.1134632, 1758.2950835, 14.4554739
18.8293999999994, 2173.0211748, 2240.3108818, 12.5550000, 1535.0268045, 1758.1962170, 14.4562780
18.8324999999994, 2172.8989625, 2240.6281073, 12.5570667, 1534.9401511, 1758.0973561, 14.4570823
18.8355999999994, 2172.7767572, 2240.9453148, 12.5591333, 1534.8535029, 1757.9985008, 14.4578865
18.8386999999994, 2172.6545588, 2241.2625045, 12.5612000, 1534.7668600, 1757.8996511, 14.4586908
18.8417999999994, 2172.5323674, 2241.5796762, 12.5632667, 1534.6802225, 1757.8008070, 14.4594951
18.8448999999994, 2172.4101830, 2241.8968300, 12.5653333, 1534.5935902, 1757.7019685, 14.4602995
18.8479999999994, 2172.2880056, 2242.2139659, 12.5674000, 1534.5069632, 1757.6031356, 14.4611039
18.8510999999994, 2172.1658351, 2242.5310839, 12.5694667, 1534.4203415, 1757.5043083, 14.4619083
18.8541999999994, 2172.0436717, 2242.8481840, 12.5715333, 1534.3337251, 1757.4054866, 14.4627128
18.8572999999994, 2171.9215152, 2243.1652663, 12.5736000, 1534.2471140, 1757.3066705, 14.4635173
18.8603999999994, 2171.7993656, 2243.4823306, 12.5756667, 1534.1605082, 1757.2078599, 14.4643218
18.8634999999994, 2171.6772231, 2243.7993770, 12.5777333, 1534.0739077, 1757.1090550, 14.4651264
18.8665999999994, 2171.5550875, 2244.1164055, 12.5798000, 1533.9873124, 1757.0102557, 14.4659310
18.8696999999994, 2171.4329589, 2244.4334161, 12.5818667, 1533.9007225, 1756.9114620, 14.4667356
18.8727999999994, 2171.3108373, 2244.7504089, 12.5839333, 1533.8141378, 1756.8126739, 14.4675403
18.8758999999994, 2171.1887226, 2245.0673837, 12.5860000, 1533.7275584, 1756.7138914, 14.4683451
18.8789999999994, 2171.0666150, 2245.3843407, 12.5880667, 1533.6409843, 1756.6151145, 14.4691498
18.8820999999994, 2170.9445143, 2245.7012797, 12.5901333, 1533.5544155, 1756.5163431, 14.4699546
18.8851999999994, 2170.8224205, 2246.0182009, 12.5922000, 1533.4678520, 1756.4175774, 14.4707594
18.8882999999994, 2170.7003338, 2246.3351042, 12.5942667, 1533.3812937, 1756.3188173, 14.4715643
18.8913999999994, 2170.5782540, 2246.6519895, 12.5963333, 1533.2947407, 1756.2200627, 14.4723692
18.8944999999994, 2170.4561812, 2246.9688570, 12.5984000, 1533.2081930, 1756.1213138, 14.4731741
18.8975999999994, 2170.3341153, 2247.2857067, 12.6004667, 1533.1216506, 1756.0225705, 14.4739791
18.9006999999994, 2170.2120565, 2247.6025384, 12.6025333, 1533.0351135, 1755.9238327, 14.4747841
18.9037999999994, 2170.0900046, 2247.9193522, 12.6046000, 1532.9485816, 1755.8251006, 14.4755892
18.9068999999994, 2169.9679596, 2248.2361482, 12.6066667, 1532.8620551, 1755.7263741, 14.4763943
18.9099999999994, 2169.8459217, 2248.5529263, 12.6087333, 1532.7755338, 1755.6276531, 14.4771994
18.9130999999994, 2169.7238907, 2248.8696865, 12.6108000, 1532.6890177, 1755.5289378, 14.4780046
18.9161999999994, 2169.6018667, 2249.1864288, 12.6128667, 1532.6025070, 1755.4302280, 14.4788098
18.9192999999994, 2169.4798497, 2249.5031533, 12.6149333, 1532.5160015, 1755.3315239, 14.4796150
18.9223999999994, 2169.3578396, 2249.8198598, 12.6170000, 1532.4295013, 1755.2328253, 14.4804203
18.9254999999994, 2169.2358365, 2250.1365485, 12.6190667, 1532.3430064, 1755.1341324, 14.4812256
18.9285999999994, 2169.1138404, 2250.4532193, 12.6211333, 1532.2565167, 1755.0354450, 14.4820309
18.9316999999994, 2168.9918512, 2250.7698723, 12.6232000, 1532.1700323, 1754.9367632, 14.4828363
18.9347999999994, 2168.8698690, 2251.0865074, 12.6252667, 1532.0835532, 1754.8380871, 14.4836417
18.9378999999994, 2168.7478938, 2251.4031246, 12.6273333, 1531.9970794, 1754.7394165, 14.4844472
18.9409999999994, 2168.6259256, 2251.7197239, 12.6294000, 1531.9106108, 1754.6407515, 14.4852527
18.9440999999994, 2168.5039643, 2252.0363053, 12.6314667, 1531.8241475, 1754.5420921, 14.4860582
18.9471999999994, 2168.3820100, 2252.3528689, 12.6335333, 1531.7376894, 1754.4434383, 14.4868637
18.9502999999994, 2168.2600627, 2252.6694147, 12.6356000, 1531.6512366, 1754.3447901, 14.4876693
18.9533999999994, 2168.1381223, 2252.9859425, 12.6376667, 1531.5647891, 1754.2461475, 14.4884750
18.9564999999994, 2168.0161889, 2253.3024525, 12.6397333, 1531.4783469, 1754.1475105, 14.4892807
18.9595999999994, 2167.8942624, 2253.6189446, 12.6418000, 1531.3919099, 1754.0488791, 14.4900864
18.9626999999994, 2167.7723430, 2253.9354189, 12.6438667, 1531.3054782, 1753.9502533, 14.4908921
18.9657999999994, 2167.6504305, 2254.2518753, 12.6459333, 1531.2190517, 1753.8516331, 14.4916979
18.9688999999994, 2167.5285249, 2254.5683139, 12.6480000, 1531.1326306, 1753.7530185, 14.4925037
18.9719999999994, 2167.4066264, 2254.8847346, 12.6500667, 1531.0462146, 1753.6544095, 14.4933096
18.9750999999994, 2167.2847348, 2255.2011374, 12.6521333, 1530.9598040, 1753.5558060, 14.4941155
18.9781999999994, 2167.1628502, 2255.5175224, 12.6542000, 1530.8733985, 1753.4572082, 14.4949214
18.9812999999994, 2167.0409725, 2255.8338895, 12.6562667, 1530.7869984, 1753.3586160, 14.4957274
18.9843999999994, 2166.9191018, 2256.1502387, 12.6583333, 1530.7006035, 1753.2600293, 14.4965334
18.9874999999994, 2166.7972381, 2256.4665701, 12.6604000, 1530.6142139, 1753.1614483, 14.4973394
18.9905999999994, 2166.6753813, 2256.7828837, 12.6624667, 1530.5278295, 1753.0628728, 14.4981455
18.9936999999994, 2166.5535315, 2257.0991794, 12.6645333, 1530.4414504, 1752.9643029, 14.4989516
18.9967999999994, 2166.4316886, 2257.4154572, 12.6666000, 1530.3550765, 1752.8657387, 14.4997578
18.9998999999994, 2166.3098528, 2257.7317172, 12.6686667, 1530.2687079, 1752.7671800, 14.5005640
19.0029999999994, 2166.1880239, 2258.0479594, 12.6707333, 1530.1823446, 1752.6686269, 14.5013702
19.0060999999994, 2166.0662019, 2258.3641837, 12.6728000, 1530.0959865, 1752.5700794, 14.5021764
19.0091999999994, 2165.9443869, 2258.6803901, 12.6748667, 1530.0096336, 1752.4715375, 14.5029827
19.0122999999994, 2165.8225789, 2258.9965787, 12.6769333, 1529.9232860, 1752.3730012, 14.5037891
19.0153999999994, 2165.7007779, 2259.3127495, 12.6790000, 1529.8369437, 1752.2744705, 14.5045954
19.0184999999994, 2165.5789838, 2259.6289024, 12.6810667, 1529.7506066, 1752.1759454, 14.5054019
19.0215999999994, 2165.4571967, 2259.9450375, 12.6831333, 1529.6642747, 1752.0774259, 14.5062083
19.0246999999994, 2165.3354165, 2260.2611547, 12.6852000, 1529.5779481, 1751.9789119, 14.5070148
19.0277999999994, 2165.2136433, 2260.5772541, 12.6872667, 1529.4916268, 1751.8804036, 14.5078213
19.0308999999994, 2165.0918771, 2260.8933357, 12.6893333, 1529.4053107, 1751.7819008, 14.5086279
19.0339999999994, 2164.9701178, 2261.2093994, 12.6914000, 1529.3189998, 1751.6834037, 14.5094345
19.0370999999994, 2164.8483655, 2261.5254453, 12.6934667, 1529.2326942, 1751.5849121, 14.5102411
19.0401999999994, 2164.7266201, 2261.8414734, 12.6955333, 1529.1463939, 1751.4864262, 14.5110478
19.0432999999994, 2164.6048818, 2262.1574836, 12.6976000, 1529.0600988, 1751.3879458, 14.5118545
19.0463999999994, 2164.4831503, 2262.4734760, 12.6996667, 1528.9738089, 1751.2894710, 14.5126612
19.0494999999994, 2164.3614259, 2262.7894505, 12.7017333, 1528.8875243, 1751.1910018, 14.5134680
19.0525999999994, 2164.2397084, 2263.1054072, 12.7038000, 1528.8012449, 1751.0925382, 14.5142748
19.0556999999994, 2164.1179978, 2263.4213461, 12.7058667, 1528.7149707, 1750.9940802, 14.5150817
19.0587999999994, 2163.9962942, 2263.7372672, 12.7079333, 1528.6287018, 1750.8956278, 14.5158886
19.0618999999994, 2163.8745976, 2264.0531704, 12.7100000, 1528.5424382, 1750.7971809, 14.5166955
19.0649999999994, 2163.7529079, 2264.3690558, 12.7120667, 1528.4561797, 1750.6987397, 14.5175025
19.0680999999994, 2163.6312252, 2264.6849234, 12.7141333, 1528.3699265, 1750.6003041, 14.5183095
19.0711999999994, 2163.5095495, 2265.0007731, 12.7162000, 1528.2836786, 1750.5018740, 14.5191165
19.0742999999994, 2163.3878807, 2265.3166051, 12.7182667, 1528.1974359, 1750.4034495, 14.5199236
19.0773999999994, 2163.2662189, 2265.6324192, 12.7203333, 1528.1111984, 1750.3050307, 14.5207307
19.0804999999994, 2163.1445640, 2265.9482155, 12.7224000, 1528.0249662, 1750.2066174, 14.5215378
19.0835999999994, 2163.0229161, 2266.2639939, 12.7244667, 1527.9387392, 1750.1082097, 14.5223450
19.0866999999994, 2162.9012752, 2266.5797546, 12.7265333, 1527.8525174, 1750.0098076, 14.5231522
19.0897999999994, 2162.7796412, 2266.8954974, 12.7286000, 1527.7663009, 1749.9114111, 14.5239595
19.0928999999994, 2162.6580141, 2267.2112224, 12.7306667, 1527.6800896, 1749.8130202, 14.5247668
19.0959999999994, 2162.5363940, 2267.5269296, 12.7327333, 1527.5938835, 1749.7146348, 14.5255741
19.0990999999994, 2162.4147809, 2267.8426190, 12.7348000, 1527.5076827, 1749.6162551, 14.5263815
19.1021999999994, 2162.2931748, 2268.1582905, 12.7368667, 1527.4214871, 1749.5178809, 14.5271889
19.1052999999994, 2162.1715756, 2268.4739443, 12.7389333, 1527.3352967, 1749.4195124, 14.5279964
19.1083999999994, 2162.0499833, 2268.7895802, 12.7410000, 1527.2491116, 1749.3211494, 14.5288039
19.1114999999994, 2161.9283980, 2269.1051984, 12.7430667, 1527.1629317, 1749.2227920, 14.5296114
19.1145999999994, 2161.8068197, 2269.4207987, 12.7451333, 1527.0767570, 1749.1244402, 14.5304189
19.1176999999994, 2161.6852483, 2269.7363812, 12.7472000, 1526.9905875, 1749.0260940, 14.5312265
19.1207999999994, 2161.5636839, 2270.0519459, 12.7492667, 1526.9044233, 1748.9277534, 14.5320342
19.1238999999994, 2161.4421264, 2270.3674928, 12.7513333, 1526.8182643, 1748.8294184, 14.5328418
19.1269999999994, 2161.3205759, 2270.6830219, 12.7534000, 1526.7321105, 1748.7310889, 14.5336496
19.1300999999994, 2161.1990323, 2270.9985332, 12.7554667, 1526.6459619, 1748.6327651, 14.5344573
19.1331999999994, 2161.0774957, 2271.3140266, 12.7575333, 1526.5598186, 1748.5344468, 14.5352651
19.1362999999994, 2160.9559660, 2271.6295023, 12.7596000, 1526.4736805, 1748.4361341, 14.5360729
19.1393999999994, 2160.8344433, 2271.9449602, 12.7616667, 1526.3875476, 1748.3378271, 14.5368808
19.1424999999994, 2160.7129276, 2272.2604003, 12.7637333, 1526.3014199, 1748.2395256, 14.5376887
19.1455999999994, 2160.5914188, 2272.5758226, 12.7658000, 1526.2152975, 1748.1412296, 14.5384966
19.1486999999994, 2160.4699170, 2272.8912270, 12.7678667, 1526.1291803, 1748.0429393, 14.5393046
19.1517999999994, 2160.3484221, 2273.2066137, 12.7699333, 1526.0430683, 1747.9446546, 14.5401126
19.1548999999994, 2160.2269342, 2273.5219826, 12.7720000, 1525.9569615, 1747.8463754, 14.5409206
19.1579999999994, 2160.1054532, 2273.8373337, 12.7740667, 1525.8708599, 1747.7481019, 14.5417287
19.1610999999994, 2159.9839791, 2274.1526670, 12.7761333, 1525.7847636, 1747.6498339, 14.5425368
