,C,D,I,S,T
57.3799999999972, 60659.6451165, 128.9261097, 0.0074738, 0.0070328, 1533.1212697
57.3899999999972, 60639.4287452, 128.9261226, 0.0074609, 0.0070205, 1533.1211409
57.3999999999971, 60619.2191114, 128.9261355, 0.0074479, 0.0070083, 1533.1210123
57.4099999999971, 60599.0162127, 128.9261484, 0.0074350, 0.0069961, 1533.1208840
57.4199999999971, 60578.8200469, 128.9261613, 0.0074221, 0.0069839, 1533.1207559
57.4299999999971, 60558.6306119, 128.9261741, 0.0074092, 0.0069717, 1533.1206280
57.4399999999971, 60538.4479053, 128.9261869, 0.0073963, 0.0069596, 1533.1205003
57.4499999999971, 60518.2719249, 128.9261997, 0.0073835, 0.0069475, 1533.1203728
57.4599999999971, 60498.1026684, 128.9262125, 0.0073706, 0.0069353, 1533.1202456
57.4699999999971, 60477.9401337, 128.9262253, 0.0073578, 0.0069233, 1533.1201186
57.4799999999971, 60457.7843184, 128.9262380, 0.0073451, 0.0069112, 1533.1199918
57.4899999999971, 60437.6352205, 128.9262507, 0.0073323, 0.0068992, 1533.1198652
57.4999999999971, 60417.4928375, 128.9262634, 0.0073196, 0.0068871, 1533.1197389
57.5099999999971, 60397.3571673, 128.9262761, 0.0073069, 0.0068751, 1533.1196127
57.5199999999971, 60377.2282076, 128.9262888, 0.0072942, 0.0068632, 1533.1194868
57.5299999999971, 60357.1059562, 128.9263014, 0.0072815, 0.0068512, 1533.1193611
57.5399999999971, 60336.9904108, 128.9263140, 0.0072689, 0.0068393, 1533.1192356
57.5499999999971, 60316.8815693, 128.9263266, 0.0072562, 0.0068273, 1533.1191104
57.5599999999971, 60296.7794294, 128.9263391, 0.0072436, 0.0068154, 1533.1189853
57.5699999999971, 60276.6839889, 128.9263517, 0.0072311, 0.0068036, 1533.1188605
57.5799999999971, 60256.5952454, 128.9263642, 0.0072185, 0.0067917, 1533.1187359
57.5899999999971, 60236.5131969, 128.9263767, 0.0072060, 0.0067799, 1533.1186115
57.5999999999971, 60216.4378410, 128.9263892, 0.0071935, 0.0067681, 1533.1184873
57.6099999999971, 60196.3691756, 128.9264016, 0.0071810, 0.0067563, 1533.1183634
57.6199999999971, 60176.3071984, 128.9264140, 0.0071685, 0.0067445, 1533.1182396
57.6299999999971, 60156.2519071, 128.9264264, 0.0071561, 0.0067328, 1533.1181161
57.6399999999971, 60136.2032996, 128.9264388, 0.0071436, 0.0067210, 1533.1179928
57.6499999999971, 60116.1613736, 128.9264512, 0.0071312, 0.0067093, 1533.1178697
57.6599999999971, 60096.1261269, 128.9264635, 0.0071189, 0.0066976, 1533.1177468
57.6699999999971, 60076.0975573, 128.9264759, 0.0071065, 0.0066860, 1533.1176241
57.6799999999971, 60056.0756625, 128.9264882, 0.0070942, 0.0066743, 1533.1175016
57.6899999999971, 60036.0604403, 128.9265005, 0.0070818, 0.0066627, 1533.1173794
57.6999999999971, 60016.0518886, 128.9265127, 0.0070695, 0.0066511, 1533.1172573
57.7099999999971, 59996.0500050, 128.9265249, 0.0070573, 0.0066395, 1533.1171355
57.7199999999971, 59976.0547874, 128.9265372, 0.0070450, 0.0066279, 1533.1170139
57.7299999999971, 59956.0662334, 128.9265494, 0.0070328, 0.0066164, 1533.1168925
57.7399999999971, 59936.0843410, 128.9265615, 0.0070206, 0.0066048, 1533.1167713
57.7499999999971, 59916.1091079, 128.9265737, 0.0070084, 0.0065933, 1533.1166503
57.7599999999971, 59896.1405319, 128.9265858, 0.0069962, 0.0065818, 1533.1165295
57.7699999999971, 59876.1786107, 128.9265979, 0.0069841, 0.0065704, 1533.1164090
57.7799999999971, 59856.2233422, 128.9266100, 0.0069720, 0.0065589, 1533.1162886
57.7899999999971, 59836.2747240, 128.9266221, 0.0069599, 0.0065475, 1533.1161685
57.7999999999971, 59816.3327541, 128.9266341, 0.0069478, 0.0065361, 1533.1160485
57.8099999999971, 59796.3974302, 128.9266462, 0.0069357, 0.0065247, 1533.1159288
57.8199999999971, 59776.4687500, 128.9266582, 0.0069237, 0.0065133, 1533.1158093
57.8299999999971, 59756.5467114, 128.9266702, 0.0069116, 0.0065020, 1533.1156900
57.8399999999971, 59736.6313121, 128.9266821, 0.0068997, 0.0064907, 1533.1155708
57.8499999999971, 59716.7225500, 128.9266941, 0.0068877, 0.0064793, 1533.1154519
57.8599999999971, 59696.8204228, 128.9267060, 0.0068757, 0.0064681, 1533.1153332
57.8699999999971, 59676.9249283, 128.9267179, 0.0068638, 0.0064568, 1533.1152148
57.8799999999971, 59657.0360643, 128.9267298, 0.0068519, 0.0064455, 1533.1150965
57.8899999999971, 59637.1538286, 128.9267416, 0.0068400, 0.0064343, 1533.1149784
57.899999999997, 59617.2782190, 128.9267535, 0.0068281, 0.0064231, 1533.1148605
57.909999999997, 59597.4092332, 128.9267653, 0.0068162, 0.0064119, 1533.1147429
57.919999999997, 59577.5468691, 128.9267771, 0.0068044, 0.0064007, 1533.1146254
57.929999999997, 59557.6911245, 128.9267889, 0.0067926, 0.0063896, 1533.1145081
57.939999999997, 59537.8419972, 128.9268006, 0.0067808, 0.0063785, 1533.1143911
57.949999999997, 59517.9994849, 128.9268124, 0.0067690, 0.0063673, 1533.1142742
57.959999999997, 59498.1635854, 128.9268241, 0.0067573, 0.0063563, 1533.1141576
57.969999999997, 59478.3342966, 128.9268358, 0.0067456, 0.0063452, 1533.1140411
57.979999999997, 59458.5116162, 128.9268475, 0.0067339, 0.0063341, 1533.1139249
57.989999999997, 59438.6955420, 128.9268591, 0.0067222, 0.0063231, 1533.1138088
57.999999999997, 59418.8860719, 128.9268708, 0.0067105, 0.0063121, 1533.1136930
58.009999999997, 59399.0832037, 128.9268824, 0.0066989, 0.0063011, 1533.1135773
58.019999999997, 59379.2869350, 128.9268940, 0.0066872, 0.0062901, 1533.1134619
58.029999999997, 59359.4972638, 128.9269055, 0.0066756, 0.0062791, 1533.1133466
58.039999999997, 59339.7141879, 128.9269171, 0.0066640, 0.0062682, 1533.1132316
58.049999999997, 59319.9377049, 128.9269286, 0.0066525, 0.0062573, 1533.1131168
58.059999999997, 59300.1678129, 128.9269402, 0.0066409, 0.0062464, 1533.1130021
58.069999999997, 59280.4045094, 128.9269516, 0.0066294, 0.0062355, 1533.1128877
58.079999999997, 59260.6477925, 128.9269631, 0.0066179, 0.0062246, 1533.1127734
58.089999999997, 59240.8976598, 128.9269746, 0.0066064, 0.0062138, 1533.1126594
58.099999999997, 59221.1541091, 128.9269860, 0.0065949, 0.0062030, 1533.1125455
58.109999999997, 59201.4171383, 128.9269974, 0.0065835, 0.0061922, 1533.1124319
58.119999999997, 59181.6867452, 128.9270088, 0.0065721, 0.0061814, 1533.1123184
58.129999999997, 59161.9629276, 128.9270202, 0.0065607, 0.0061706, 1533.1122052
58.139999999997, 59142.2456833, 128.9270316, 0.0065493, 0.0061599, 1533.1120921
58.149999999997, 59122.5350100, 128.9270429, 0.0065379, 0.0061491, 1533.1119792
58.159999999997, 59102.8309057, 128.9270542, 0.0065266, 0.0061384, 1533.1118666
58.169999999997, 59083.1333682, 128.9270655, 0.0065153, 0.0061277, 1533.1117541
58.179999999997, 59063.4423951, 128.9270768, 0.0065039, 0.0061170, 1533.1116418
58.189999999997, 59043.7579844, 128.9270881, 0.0064927, 0.0061064, 1533.1115297
58.199999999997, 59024.0801339, 128.9270993, 0.0064814, 0.0060957, 1533.1114178
58.209999999997, 59004.4088413, 128.9271105, 0.0064701, 0.0060851, 1533.1113061
58.219999999997, 58984.7441046, 128.9271217, 0.0064589, 0.0060745, 1533.1111946
58.229999999997, 58965.0859214, 128.9271329, 0.0064477, 0.0060639, 1533.1110833
58.239999999997, 58945.4342897, 128.9271441, 0.0064365, 0.0060534, 1533.1109722
58.249999999997, 58925.7892072, 128.9271552, 0.0064254, 0.0060428, 1533.1108613
58.259999999997, 58906.1506718, 128.9271663, 0.0064142, 0.0060323, 1533.1107505
58.269999999997, 58886.5186812, 128.9271774, 0.0064031, 0.0060218, 1533.1106400
58.279999999997, 58866.8932334, 128.9271885, 0.0063920, 0.0060113, 1533.1105297
58.289999999997, 58847.2743260, 128.9271996, 0.0063809, 0.0060008, 1533.1104195
58.299999999997, 58827.6619570, 128.9272106, 0.0063698, 0.0059904, 1533.1103095
58.309999999997, 58808.0561242, 128.9272216, 0.0063588, 0.0059800, 1533.1101998
58.319999999997, 58788.4568253, 128.9272327, 0.0063477, 0.0059695, 1533.1100902
58.329999999997, 58768.8640583, 128.9272436, 0.0063367, 0.0059591, 1533.1099808
58.339999999997, 58749.2778208, 128.9272546, 0.0063257, 0.0059488, 1533.1098716
58.349999999997, 58729.6981109, 128.9272656, 0.0063147, 0.0059384, 1533.1097626
58.359999999997, 58710.1249261, 128.9272765, 0.0063038, 0.0059281, 1533.1096537
58.369999999997, 58690.5582645, 128.9272874, 0.0062928, 0.0059177, 1533.1095451
58.379999999997, 58670.9981239, 128.9272983, 0.0062819, 0.0059074, 1533.1094366
58.389999999997, 58651.4445019, 128.9273092, 0.0062710, 0.0058971, 1533.1093284
58.399999999997, 58631.8973966, 128.9273200, 0.0062601, 0.0058869, 1533.1092203
58.4099999999969, 58612.3568056, 128.9273309, 0.0062493, 0.0058766, 1533.1091124
58.4199999999969, 58592.8227269, 128.9273417, 0.0062384, 0.0058664, 1533.1090047
58.4299999999969, 58573.2951583, 128.9273525, 0.0062276, 0.0058561, 1533.1088972
58.4399999999969, 58553.7740976, 128.9273633, 0.0062168, 0.0058459, 1533.1087899
58.4499999999969, 58534.2595426, 128.9273740, 0.0062060, 0.0058358, 1533.1086827
58.4599999999969, 58514.7514912, 128.9273848, 0.0061953, 0.0058256, 1533.1085758
58.4699999999969, 58495.2499411, 128.9273955, 0.0061845, 0.0058155, 1533.1084690
58.4799999999969, 58475.7548903, 128.9274062, 0.0061738, 0.0058053, 1533.1083624
58.4899999999969, 58456.2663366, 128.9274169, 0.0061631, 0.0057952, 1533.1082560
58.4999999999969, 58436.7842778, 128.9274276, 0.0061524, 0.0057851, 1533.1081498
58.5099999999969, 58417.3087116, 128.9274382, 0.0061417, 0.0057750, 1533.1080438
58.5199999999969, 58397.8396361, 128.9274488, 0.0061311, 0.0057650, 1533.1079379
58.5299999999969, 58378.3770490, 128.9274594, 0.0061204, 0.0057549, 1533.1078323
58.5399999999969, 58358.9209481, 128.9274700, 0.0061098, 0.0057449, 1533.1077268
58.5499999999969, 58339.4713313, 128.9274806, 0.0060992, 0.0057349, 1533.1076215
58.5599999999969, 58320.0281965, 128.9274912, 0.0060886, 0.0057249, 1533.1075164
58.5699999999969, 58300.5915414, 128.9275017, 0.0060781, 0.0057149, 1533.1074115
58.5799999999969, 58281.1613639, 128.9275122, 0.0060675, 0.0057050, 1533.1073067
58.5899999999969, 58261.7376618, 128.9275227, 0.0060570, 0.0056951, 1533.1072021
58.5999999999969, 58242.3204331, 128.9275332, 0.0060465, 0.0056851, 1533.1070978
58.6099999999969, 58222.9096754, 128.9275437, 0.0060360, 0.0056752, 1533.1069936
58.6199999999969, 58203.5053868, 128.9275541, 0.0060255, 0.0056654, 1533.1068895
58.6299999999969, 58184.1075650, 128.9275646, 0.0060151, 0.0056555, 1533.1067857
58.6399999999969, 58164.7162078, 128.9275750, 0.0060047, 0.0056456, 1533.1066820
58.6499999999969, 58145.3313132, 128.9275854, 0.0059942, 0.0056358, 1533.1065785
58.6599999999969, 58125.9528789, 128.9275958, 0.0059838, 0.0056260, 1533.1064752
58.6699999999969, 58106.5809028, 128.9276061, 0.0059735, 0.0056162, 1533.1063721
58.6799999999969, 58087.2153828, 128.9276165, 0.0059631, 0.0056064, 1533.1062691
58.6899999999969, 58067.8563166, 128.9276268, 0.0059528, 0.0055966, 1533.1061664
58.6999999999969, 58048.5037022, 128.9276371, 0.0059424, 0.0055869, 1533.1060638
58.7099999999969, 58029.1575375, 128.9276474, 0.0059321, 0.0055772, 1533.1059614
58.7199999999969, 58009.8178201, 128.9276576, 0.0059218, 0.0055674, 1533.1058591
58.7299999999969, 57990.4845481, 128.9276679, 0.0059116, 0.0055578, 1533.1057571
58.7399999999969, 57971.1577192, 128.9276781, 0.0059013, 0.0055481, 1533.1056552
58.7499999999969, 57951.8373314, 128.9276883, 0.0058911, 0.0055384, 1533.1055535
58.7599999999969, 57932.5233824, 128.9276985, 0.0058809, 0.0055288, 1533.1054520
58.7699999999969, 57913.2158701, 128.9277087, 0.0058707, 0.0055191, 1533.1053506
58.7799999999969, 57893.9147924, 128.9277189, 0.0058605, 0.0055095, 1533.1052494
58.7899999999969, 57874.6201471, 128.9277290, 0.0058503, 0.0054999, 1533.1051484
58.7999999999969, 57855.3319321, 128.9277392, 0.0058402, 0.0054903, 1533.1050476
58.8099999999969, 57836.0501453, 128.9277493, 0.0058301, 0.0054808, 1533.1049469
58.8199999999969, 57816.7747844, 128.9277594, 0.0058199, 0.0054712, 1533.1048465
58.8299999999969, 57797.5058474, 128.9277694, 0.0058099, 0.0054617, 1533.1047462
58.8399999999969, 57778.2433322, 128.9277795, 0.0057998, 0.0054522, 1533.1046460
58.8499999999969, 57758.9872365, 128.9277895, 0.0057897, 0.0054427, 1533.1045461
58.8599999999969, 57739.7375582, 128.9277996, 0.0057797, 0.0054332, 1533.1044463
58.8699999999969, 57720.4942953, 128.9278096, 0.0057697, 0.0054238, 1533.1043467
58.8799999999969, 57701.2574455, 128.9278195, 0.0057597, 0.0054143, 1533.1042472
58.8899999999969, 57682.0270067, 128.9278295, 0.0057497, 0.0054049, 1533.1041480
58.8999999999969, 57662.8029768, 128.9278395, 0.0057397, 0.0053955, 1533.1040489
58.9099999999968, 57643.5853537, 128.9278494, 0.0057297, 0.0053861, 1533.1039500
58.9199999999968, 57624.3741352, 128.9278593, 0.0057198, 0.0053767, 1533.1038512
58.9299999999968, 57605.1693192, 128.9278692, 0.0057099, 0.0053673, 1533.1037526
58.9399999999968, 57585.9709035, 128.9278791, 0.0057000, 0.0053580, 1533.1036542
58.9499999999968, 57566.7788861, 128.9278890, 0.0056901, 0.0053487, 1533.1035560
58.9599999999968, 57547.5932647, 128.9278988, 0.0056802, 0.0053393, 1533.1034579
58.9699999999968, 57528.4140373, 128.9279087, 0.0056704, 0.0053300, 1533.1033600
58.9799999999968, 57509.2412017, 128.9279185, 0.0056606, 0.0053208, 1533.1032623
58.9899999999968, 57490.0747558, 128.9279283, 0.0056507, 0.0053115, 1533.1031647
58.9999999999968, 57470.9146975, 128.9279381, 0.0056410, 0.0053022, 1533.1030673
59.0099999999968, 57451.7610246, 128.9279478, 0.0056312, 0.0052930, 1533.1029701
59.0199999999968, 57432.6137350, 128.9279576, 0.0056214, 0.0052838, 1533.1028731
59.0299999999968, 57413.4728266, 128.9279673, 0.0056117, 0.0052746, 1533.1027762
59.0399999999968, 57394.3382973, 128.9279770, 0.0056019, 0.0052654, 1533.1026795
59.0499999999968, 57375.2101449, 128.9279867, 0.0055922, 0.0052562, 1533.1025829
59.0599999999968, 57356.0883672, 128.9279964, 0.0055825, 0.0052471, 1533.1024865
59.0699999999968, 57336.9729623, 128.9280061, 0.0055728, 0.0052380, 1533.1023903
59.0799999999968, 57317.8639279, 128.9280157, 0.0055632, 0.0052288, 1533.1022943
59.0899999999968, 57298.7612620, 128.9280253, 0.0055535, 0.0052197, 1533.1021984
59.0999999999968, 57279.6649624, 128.9280349, 0.0055439, 0.0052106, 1533.1021027
59.1099999999968, 57260.5750270, 128.9280445, 0.0055343, 0.0052016, 1533.1020071
59.1199999999968, 57241.4914536, 128.9280541, 0.0055247, 0.0051925, 1533.1019117
59.1299999999968, 57222.4142402, 128.9280637, 0.0055151, 0.0051835, 1533.1018165
59.1399999999968, 57203.3433846, 128.9280732, 0.0055056, 0.0051744, 1533.1017215
59.1499999999968, 57184.2788847, 128.9280828, 0.0054960, 0.0051654, 1533.1016266
59.1599999999968, 57165.2207384, 128.9280923, 0.0054865, 0.0051564, 1533.1015319
59.1699999999968, 57146.1689436, 128.9281018, 0.0054770, 0.0051475, 1533.1014373
59.1799999999968, 57127.1234982, 128.9281113, 0.0054675, 0.0051385, 1533.1013429
59.1899999999968, 57108.0844000, 128.9281207, 0.0054580, 0.0051295, 1533.1012487
59.1999999999968, 57089.0516469, 128.9281302, 0.0054486, 0.0051206, 1533.1011546
59.2099999999968, 57070.0252369, 128.9281396, 0.0054391, 0.0051117, 1533.1010607
59.2199999999968, 57051.0051677, 128.9281490, 0.0054297, 0.0051028, 1533.1009669
59.2299999999968, 57031.9914374, 128.9281584, 0.0054203, 0.0050939, 1533.1008734
59.2399999999968, 57012.9840437, 128.9281678, 0.0054109, 0.0050850, 1533.1007799
59.2499999999968, 56993.9829846, 128.9281772, 0.0054015, 0.0050762, 1533.1006867
59.2599999999968, 56974.9882579, 128.9281865, 0.0053921, 0.0050673, 1533.1005936
59.2699999999968, 56955.9998616, 128.9281959, 0.0053828, 0.0050585, 1533.1005007
59.2799999999968, 56937.0177935, 128.9282052, 0.0053735, 0.0050497, 1533.1004079
59.2899999999968, 56918.0420515, 128.9282145, 0.0053642, 0.0050409, 1533.1003153
59.2999999999968, 56899.0726336, 128.9282238, 0.0053549, 0.0050321, 1533.1002228
59.3099999999968, 56880.1095375, 128.9282330, 0.0053456, 0.0050234, 1533.1001305
59.3199999999968, 56861.1527613, 128.9282423, 0.0053363, 0.0050146, 1533.1000384
59.3299999999968, 56842.2023028, 128.9282515, 0.0053271, 0.0050059, 1533.0999464
59.3399999999968, 56823.2581598, 128.9282607, 0.0053178, 0.0049972, 1533.0998546
59.3499999999968, 56804.3203304, 128.9282699, 0.0053086, 0.0049885, 1533.0997629
59.3599999999968, 56785.3888123, 128.9282791, 0.0052994, 0.0049798, 1533.0996714
59.3699999999968, 56766.4636035, 128.9282883, 0.0052902, 0.0049711, 1533.0995801
59.3799999999968, 56747.5447019, 128.9282975, 0.0052811, 0.0049625, 1533.0994889
59.3899999999968, 56728.6321054, 128.9283066, 0.0052719, 0.0049538, 1533.0993979
59.3999999999968, 56709.7258118, 128.9283157, 0.0052628, 0.0049452, 1533.0993070
59.4099999999967, 56690.8258191, 128.9283248, 0.0052537, 0.0049366, 1533.0992163
59.4199999999967, 56671.9321252, 128.9283339, 0.0052446, 0.0049280, 1533.0991258
59.4299999999967, 56653.0447280, 128.9283430, 0.0052355, 0.0049194, 1533.0990354
59.4399999999967, 56634.1636253, 128.9283521, 0.0052264, 0.0049109, 1533.0989452
59.4499999999967, 56615.2888151, 128.9283611, 0.0052173, 0.0049023, 1533.0988551
59.4599999999967, 56596.4202953, 128.9283702, 0.0052083, 0.0048938, 1533.0987651
59.4699999999967, 56577.5580638, 128.9283792, 0.0051993, 0.0048852, 1533.0986754
59.4799999999967, 56558.7021185, 128.9283882, 0.0051903, 0.0048767, 1533.0985858
59.4899999999967, 56539.8524573, 128.9283972, 0.0051813, 0.0048683, 1533.0984963
59.4999999999967, 56521.0090781, 128.9284061, 0.0051723, 0.0048598, 1533.0984070
59.5099999999967, 56502.1719788, 128.9284151, 0.0051633, 0.0048513, 1533.0983179
59.5199999999967, 56483.3411573, 128.9284240, 0.0051544, 0.0048429, 1533.0982289
59.5299999999967, 56464.5166116, 128.9284329, 0.0051455, 0.0048344, 1533.0981400
59.5399999999967, 56445.6983394, 128.9284419, 0.0051365, 0.0048260, 1533.0980513
59.5499999999967, 56426.8863389, 128.9284507, 0.0051276, 0.0048176, 1533.0979628
59.5599999999967, 56408.0806077, 128.9284596, 0.0051188, 0.0048092, 1533.0978744
59.5699999999967, 56389.2811440, 128.9284685, 0.0051099, 0.0048009, 1533.0977862
59.5799999999967, 56370.4879455, 128.9284773, 0.0051010, 0.0047925, 1533.0976981
59.5899999999967, 56351.7010102, 128.9284862, 0.0050922, 0.0047842, 1533.0976102
59.5999999999967, 56332.9203360, 128.9284950, 0.0050834, 0.0047758, 1533.0975224
59.6099999999967, 56314.1459208, 128.9285038, 0.0050746, 0.0047675, 1533.0974348
59.6199999999967, 56295.3777626, 128.9285126, 0.0050658, 0.0047592, 1533.0973473
59.6299999999967, 56276.6158592, 128.9285213, 0.0050570, 0.0047509, 1533.0972600
59.6399999999967, 56257.8602085, 128.9285301, 0.0050482, 0.0047427, 1533.0971729
59.6499999999967, 56239.1108085, 128.9285388, 0.0050395, 0.0047344, 1533.0970859
59.6599999999967, 56220.3676572, 128.9285475, 0.0050308, 0.0047262, 1533.0969990
59.6699999999967, 56201.6307523, 128.9285563, 0.0050221, 0.0047179, 1533.0969123
59.6799999999967, 56182.9000919, 128.9285649, 0.0050134, 0.0047097, 1533.0968257
59.6899999999967, 56164.1756738, 128.9285736, 0.0050047, 0.0047015, 1533.0967393
59.6999999999967, 56145.4574960, 128.9285823, 0.0049960, 0.0046933, 1533.0966531
59.7099999999967, 56126.7455563, 128.9285909, 0.0049873, 0.0046852, 1533.0965669
59.7199999999967, 56108.0398528, 128.9285996, 0.0049787, 0.0046770, 1533.0964810
59.7299999999967, 56089.3403833, 128.9286082, 0.0049701, 0.0046689, 1533.0963952
59.7399999999967, 56070.6471458, 128.9286168, 0.0049615, 0.0046607, 1533.0963095
59.7499999999967, 56051.9601381, 128.9286254, 0.0049529, 0.0046526, 1533.0962240
59.7599999999967, 56033.2793583, 128.9286340, 0.0049443, 0.0046445, 1533.0961386
59.7699999999967, 56014.6048042, 128.9286425, 0.0049357, 0.0046364, 1533.0960534
59.7799999999967, 55995.9364737, 128.9286511, 0.0049272, 0.0046284, 1533.0959683
59.7899999999967, 55977.2743648, 128.9286596, 0.0049187, 0.0046203, 1533.0958834
59.7999999999967, 55958.6184754, 128.9286681, 0.0049101, 0.0046123, 1533.0957986
59.8099999999967, 55939.9688034, 128.9286766, 0.0049016, 0.0046042, 1533.0957140
59.8199999999967, 55921.3253468, 128.9286851, 0.0048931, 0.0045962, 1533.0956295
59.8299999999967, 55902.6881035, 128.9286936, 0.0048847, 0.0045882, 1533.0955451
59.8399999999967, 55884.0570714, 128.9287020, 0.0048762, 0.0045802, 1533.0954610
59.8499999999967, 55865.4322485, 128.9287105, 0.0048678, 0.0045723, 1533.0953769
59.8599999999967, 55846.8136326, 128.9287189, 0.0048593, 0.0045643, 1533.0952930
59.8699999999967, 55828.2012218, 128.9287273, 0.0048509, 0.0045564, 1533.0952092
59.8799999999967, 55809.5950139, 128.9287357, 0.0048425, 0.0045484, 1533.0951256
59.8899999999967, 55790.9950069, 128.9287441, 0.0048341, 0.0045405, 1533.0950422
59.8999999999967, 55772.4011987, 128.9287524, 0.0048258, 0.0045326, 1533.0949588
59.9099999999966, 55753.8135872, 128.9287608, 0.0048174, 0.0045247, 1533.0948757
59.9199999999966, 55735.2321704, 128.9287691, 0.0048091, 0.0045168, 1533.0947926
59.9299999999966, 55716.6569462, 128.9287775, 0.0048007, 0.0045090, 1533.0947097
59.9399999999966, 55698.0879126, 128.9287858, 0.0047924, 0.0045011, 1533.0946270
59.9499999999966, 55679.5250675, 128.9287941, 0.0047841, 0.0044933, 1533.0945444
59.9599999999966, 55660.9684088, 128.9288023, 0.0047758, 0.0044855, 1533.0944619
59.9699999999966, 55642.4179344, 128.9288106, 0.0047676, 0.0044777, 1533.0943796
59.9799999999966, 55623.8736424, 128.9288189, 0.0047593, 0.0044699, 1533.0942974
59.9899999999966, 55605.3355306, 128.9288271, 0.0047511, 0.0044621, 1533.0942154
59.9999999999966, 55586.8035970, 128.9288353, 0.0047428, 0.0044543, 1533.0941335
60.0099999999966, 55568.2778395, 128.9288435, 0.0047346, 0.0044466, 1533.0940517
60.0199999999966, 55549.7582561, 128.9288517, 0.0047264, 0.0044388, 1533.0939701
60.0299999999966, 55531.2448447, 128.9288599, 0.0047182, 0.0044311, 1533.0938886
60.0399999999966, 55512.7376033, 128.9288681, 0.0047101, 0.0044234, 1533.0938073
60.0499999999966, 55494.2365297, 128.9288762, 0.0047019, 0.0044157, 1533.0937261
60.0599999999966, 55475.7416220, 128.9288844, 0.0046938, 0.0044080, 1533.0936451
60.0699999999966, 55457.2528781, 128.9288925, 0.0046857, 0.0044003, 1533.0935642
60.0799999999966, 55438.7702959, 128.9289006, 0.0046775, 0.0043927, 1533.0934834
60.0899999999966, 55420.2938734, 128.9289087, 0.0046694, 0.0043850, 1533.0934028
60.0999999999966, 55401.8236085, 128.9289168, 0.0046614, 0.0043774, 1533.0933223
60.1099999999966, 55383.3594992, 128.9289249, 0.0046533, 0.0043698, 1533.0932419
60.1199999999966, 55364.9015435, 128.9289329, 0.0046452, 0.0043622, 1533.0931617
60.1299999999966, 55346.4497392, 128.9289410, 0.0046372, 0.0043546, 1533.0930817
60.1399999999966, 55328.0040843, 128.9289490, 0.0046292, 0.0043470, 1533.0930017
60.1499999999966, 55309.5645768, 128.9289570, 0.0046211, 0.0043394, 1533.0929219
60.1599999999966, 55291.1312146, 128.9289650, 0.0046132, 0.0043319, 1533.0928423
60.1699999999966, 55272.7039957, 128.9289730, 0.0046052, 0.0043243, 1533.0927628
60.1799999999966, 55254.2829181, 128.9289810, 0.0045972, 0.0043168, 1533.0926834
60.1899999999966, 55235.8679796, 128.9289889, 0.0045892, 0.0043093, 1533.0926041
60.1999999999966, 55217.4591783, 128.9289969, 0.0045813, 0.0043018, 1533.0925250
60.2099999999966, 55199.0565120, 128.9290048, 0.0045734, 0.0042943, 1533.0924461
60.2199999999966, 55180.6599788, 128.9290127, 0.0045654, 0.0042868, 1533.0923672
60.2299999999966, 55162.2695767, 128.9290206, 0.0045575, 0.0042794, 1533.0922885
60.2399999999966, 55143.8853034, 128.9290285, 0.0045497, 0.0042719, 1533.0922100
60.2499999999966, 55125.5071571, 128.9290364, 0.0045418, 0.0042645, 1533.0921316
60.2599999999966, 55107.1351357, 128.9290442, 0.0045339, 0.0042571, 1533.0920533
60.2699999999966, 55088.7692371, 128.9290521, 0.0045261, 0.0042497, 1533.0919751
60.2799999999966, 55070.4094593, 128.9290599, 0.0045182, 0.0042423, 1533.0918971
60.2899999999966, 55052.0558003, 128.9290677, 0.0045104, 0.0042349, 1533.0918192
60.2999999999966, 55033.7082580, 128.9290756, 0.0045026, 0.0042275, 1533.0917415
60.3099999999966, 55015.3668304, 128.9290833, 0.0044948, 0.0042202, 1533.0916638
60.3199999999966, 54997.0315154, 128.9290911, 0.0044870, 0.0042128, 1533.0915864
60.3299999999966, 54978.7023110, 128.9290989, 0.0044793, 0.0042055, 1533.0915090
60.3399999999966, 54960.3792152, 128.9291066, 0.0044715, 0.0041982, 1533.0914318
60.3499999999966, 54942.0622259, 128.9291144, 0.0044638, 0.0041909, 1533.0913547
60.3599999999966, 54923.7513412, 128.9291221, 0.0044561, 0.0041836, 1533.0912778
60.3699999999966, 54905.4465589, 128.9291298, 0.0044483, 0.0041763, 1533.0912010
60.3799999999966, 54887.1478770, 128.9291375, 0.0044406, 0.0041690, 1533.0911243
60.3899999999966, 54868.8552935, 128.9291452, 0.0044330, 0.0041618, 1533.0910477
60.3999999999966, 54850.5688064, 128.9291529, 0.0044253, 0.0041545, 1533.0909713
60.4099999999966, 54832.2884136, 128.9291606, 0.0044176, 0.0041473, 1533.0908951
60.4199999999965, 54814.0141131, 128.9291682, 0.0044100, 0.0041401, 1533.0908189
60.4299999999965, 54795.7459029, 128.9291758, 0.0044024, 0.0041329, 1533.0907429
60.4399999999965, 54777.4837810, 128.9291835, 0.0043947, 0.0041257, 1533.0906670
60.4499999999965, 54759.2277453, 128.9291911, 0.0043871, 0.0041185, 1533.0905912
60.4599999999965, 54740.9777937, 128.9291987, 0.0043795, 0.0041113, 1533.0905156
60.4699999999965, 54722.7339243, 128.9292062, 0.0043720, 0.0041042, 1533.0904401
60.4799999999965, 54704.4961351, 128.9292138, 0.0043644, 0.0040970, 1533.0903648
60.4899999999965, 54686.2644239, 128.9292214, 0.0043568, 0.0040899, 1533.0902895
