,C,D,I,S,T
25.2300000000011, 177113.4487689, 126.9055380, 2.0445879, 1.9903517, 1553.5060871
25.2400000000011, 177054.4605970, 126.9090773, 2.0410195, 1.9867705, 1553.4698830
25.2500000000011, 176995.4920129, 126.9126104, 2.0374573, 1.9831958, 1553.4337439
25.2600000000011, 176936.5430102, 126.9161374, 2.0339014, 1.9796278, 1553.3976696
25.2700000000012, 176877.6135825, 126.9196582, 2.0303516, 1.9760664, 1553.3616600
25.2800000000012, 176818.7037235, 126.9231729, 2.0268081, 1.9725115, 1553.3257150
25.2900000000012, 176759.8134268, 126.9266814, 2.0232707, 1.9689633, 1553.2898345
25.3000000000012, 176700.9426859, 126.9301838, 2.0197395, 1.9654216, 1553.2540184
25.3100000000012, 176642.0914945, 126.9336801, 2.0162145, 1.9618865, 1553.2182664
25.3200000000012, 176583.2598463, 126.9371703, 2.0126956, 1.9583579, 1553.1825786
25.3300000000012, 176524.4477347, 126.9406545, 2.0091828, 1.9548359, 1553.1469548
25.3400000000012, 176465.6551535, 126.9441325, 2.0056762, 1.9513204, 1553.1113949
25.3500000000012, 176406.8820962, 126.9476044, 2.0021757, 1.9478113, 1553.0758988
25.3600000000012, 176348.1285565, 126.9510703, 1.9986814, 1.9443088, 1553.0404663
25.3700000000012, 176289.3945280, 126.9545302, 1.9951931, 1.9408128, 1553.0050973
25.3800000000012, 176230.6800043, 126.9579840, 1.9917109, 1.9373232, 1552.9697917
25.3900000000012, 176171.9849791, 126.9614318, 1.9882348, 1.9338401, 1552.9345495
25.4000000000012, 176113.3094460, 126.9648735, 1.9847647, 1.9303634, 1552.8993704
25.4100000000012, 176054.6533986, 126.9683093, 1.9813007, 1.9268931, 1552.8642544
25.4200000000012, 175996.0168306, 126.9717390, 1.9778428, 1.9234293, 1552.8292013
25.4300000000012, 175937.3997356, 126.9751628, 1.9743908, 1.9199718, 1552.7942111
25.4400000000012, 175878.8021072, 126.9785806, 1.9709449, 1.9165208, 1552.7592836
25.4500000000012, 175820.2239391, 126.9819924, 1.9675051, 1.9130761, 1552.7244186
25.4600000000012, 175761.6652249, 126.9853983, 1.9640712, 1.9096378, 1552.6896162
25.4700000000012, 175703.1259582, 126.9887983, 1.9606433, 1.9062059, 1552.6548762
25.4800000000012, 175644.6061328, 126.9921923, 1.9572214, 1.9027803, 1552.6201984
25.4900000000012, 175586.1057422, 126.9955803, 1.9538055, 1.8993610, 1552.5855827
25.5000000000012, 175527.6247801, 126.9989625, 1.9503955, 1.8959481, 1552.5510291
25.5100000000012, 175469.1632402, 127.0023388, 1.9469915, 1.8925414, 1552.5165374
25.5200000000012, 175410.7211160, 127.0057091, 1.9435934, 1.8891410, 1552.4821075
25.5300000000012, 175352.2984014, 127.0090736, 1.9402013, 1.8857470, 1552.4477392
25.5400000000012, 175293.8950898, 127.0124322, 1.9368150, 1.8823592, 1552.4134326
25.5500000000012, 175235.5111750, 127.0157850, 1.9334347, 1.8789776, 1552.3791874
25.5600000000012, 175177.1466507, 127.0191319, 1.9300603, 1.8756023, 1552.3450036
25.5700000000012, 175118.8015104, 127.0224729, 1.9266918, 1.8722332, 1552.3108810
25.5800000000012, 175060.4757480, 127.0258082, 1.9233291, 1.8688704, 1552.2768195
25.5900000000012, 175002.1693569, 127.0291376, 1.9199723, 1.8655137, 1552.2428190
25.6000000000012, 174943.8823310, 127.0324612, 1.9166214, 1.8621633, 1552.2088794
25.6100000000012, 174885.6146638, 127.0357790, 1.9132763, 1.8588190, 1552.1750007
25.6200000000012, 174827.3663490, 127.0390910, 1.9099371, 1.8554809, 1552.1411826
25.6300000000012, 174769.1373804, 127.0423972, 1.9066037, 1.8521490, 1552.1074250
25.6400000000012, 174710.9277516, 127.0456976, 1.9032761, 1.8488232, 1552.0737279
25.6500000000012, 174652.7374562, 127.0489923, 1.8999543, 1.8455035, 1552.0400912
25.6600000000012, 174594.5664880, 127.0522813, 1.8966383, 1.8421900, 1552.0065147
25.6700000000012, 174536.4148406, 127.0555645, 1.8933281, 1.8388826, 1551.9729983
25.6800000000012, 174478.2825077, 127.0588420, 1.8900237, 1.8355813, 1551.9395419
25.6900000000012, 174420.1694830, 127.0621137, 1.8867250, 1.8322860, 1551.9061454
25.7000000000012, 174362.0757602, 127.0653797, 1.8834321, 1.8289969, 1551.8728087
25.7100000000012, 174304.0013329, 127.0686401, 1.8801449, 1.8257138, 1551.8395317
25.7200000000012, 174245.9461949, 127.0718947, 1.8768635, 1.8224368, 1551.8063142
25.7300000000012, 174187.9103399, 127.0751437, 1.8735878, 1.8191658, 1551.7731563
25.7400000000012, 174129.8937615, 127.0783870, 1.8703178, 1.8159008, 1551.7400576
25.7500000000012, 174071.8964535, 127.0816247, 1.8670536, 1.8126419, 1551.7070182
25.7600000000012, 174013.9184095, 127.0848566, 1.8637950, 1.8093889, 1551.6740380
25.7700000000012, 173955.9596232, 127.0880830, 1.8605421, 1.8061420, 1551.6411168
25.7800000000012, 173898.0200884, 127.0913037, 1.8572949, 1.8029010, 1551.6082545
25.7900000000012, 173840.0997987, 127.0945188, 1.8540534, 1.7996660, 1551.5754510
25.8000000000012, 173782.1987479, 127.0977283, 1.8508175, 1.7964370, 1551.5427062
25.8100000000012, 173724.3169296, 127.1009322, 1.8475872, 1.7932139, 1551.5100200
25.8200000000012, 173666.4543376, 127.1041305, 1.8443626, 1.7899968, 1551.4773923
25.8300000000012, 173608.6109656, 127.1073232, 1.8411436, 1.7867856, 1551.4448230
25.8400000000012, 173550.7868073, 127.1105103, 1.8379303, 1.7835803, 1551.4123119
25.8500000000012, 173492.9818564, 127.1136919, 1.8347225, 1.7803809, 1551.3798590
25.8600000000012, 173435.1961066, 127.1168679, 1.8315204, 1.7771874, 1551.3474642
25.8700000000012, 173377.4295516, 127.1200384, 1.8283238, 1.7739997, 1551.3151273
25.8800000000012, 173319.6821852, 127.1232033, 1.8251328, 1.7708180, 1551.2828483
25.8900000000012, 173261.9540011, 127.1263628, 1.8219474, 1.7676421, 1551.2506270
25.9000000000012, 173204.2449930, 127.1295167, 1.8187676, 1.7644720, 1551.2184634
25.9100000000013, 173146.5551547, 127.1326651, 1.8155933, 1.7613078, 1551.1863573
25.9200000000013, 173088.8844798, 127.1358080, 1.8124245, 1.7581494, 1551.1543086
25.9300000000013, 173031.2329621, 127.1389454, 1.8092613, 1.7549968, 1551.1223172
25.9400000000013, 172973.6005953, 127.1420774, 1.8061035, 1.7518500, 1551.0903831
25.9500000000013, 172915.9873732, 127.1452038, 1.8029513, 1.7487090, 1551.0585060
25.9600000000013, 172858.3932894, 127.1483249, 1.7998046, 1.7455738, 1551.0266860
25.9700000000013, 172800.8183378, 127.1514404, 1.7966634, 1.7424443, 1550.9949228
25.9800000000013, 172743.2625121, 127.1545506, 1.7935277, 1.7393206, 1550.9632165
25.9900000000013, 172685.7258059, 127.1576553, 1.7903974, 1.7362027, 1550.9315669
26.0000000000013, 172628.2082132, 127.1607546, 1.7872726, 1.7330905, 1550.8999738
26.0100000000013, 172570.7097275, 127.1638485, 1.7841533, 1.7299840, 1550.8684372
26.0200000000013, 172513.2303427, 127.1669370, 1.7810394, 1.7268832, 1550.8369570
26.0300000000013, 172455.7700524, 127.1700201, 1.7779309, 1.7237881, 1550.8055331
26.0400000000013, 172398.3288505, 127.1730978, 1.7748279, 1.7206987, 1550.7741654
26.0500000000013, 172340.9067307, 127.1761701, 1.7717302, 1.7176150, 1550.7428537
26.0600000000013, 172283.5036867, 127.1792371, 1.7686380, 1.7145370, 1550.7115981
26.0700000000013, 172226.1197124, 127.1822987, 1.7655512, 1.7114646, 1550.6803982
26.0800000000013, 172168.7548014, 127.1853550, 1.7624698, 1.7083978, 1550.6492542
26.0900000000013, 172111.4089475, 127.1884059, 1.7593937, 1.7053367, 1550.6181658
26.1000000000013, 172054.0821445, 127.1914516, 1.7563230, 1.7022812, 1550.5871330
26.1100000000013, 171996.7743862, 127.1944919, 1.7532577, 1.6992314, 1550.5561556
26.1200000000013, 171939.4856662, 127.1975269, 1.7501977, 1.6961871, 1550.5252336
26.1300000000013, 171882.2159785, 127.2005566, 1.7471431, 1.6931484, 1550.4943669
26.1400000000013, 171824.9653166, 127.2035810, 1.7440938, 1.6901153, 1550.4635553
26.1500000000013, 171767.7336745, 127.2066001, 1.7410498, 1.6870878, 1550.4327988
26.1600000000013, 171710.5210459, 127.2096140, 1.7380111, 1.6840658, 1550.4020972
26.1700000000013, 171653.3274246, 127.2126226, 1.7349777, 1.6810494, 1550.3714505
26.1800000000013, 171596.1528043, 127.2156260, 1.7319496, 1.6780386, 1550.3408585
26.1900000000013, 171538.9971788, 127.2186241, 1.7289268, 1.6750332, 1550.3103212
26.2000000000013, 171481.8605419, 127.2216170, 1.7259093, 1.6720334, 1550.2798385
26.2100000000013, 171424.7428874, 127.2246046, 1.7228971, 1.6690391, 1550.2494102
26.2200000000013, 171367.6442090, 127.2275871, 1.7198901, 1.6660502, 1550.2190362
26.2300000000013, 171310.5645006, 127.2305643, 1.7168883, 1.6630669, 1550.1887166
26.2400000000013, 171253.5037560, 127.2335364, 1.7138918, 1.6600890, 1550.1584510
26.2500000000013, 171196.4619688, 127.2365032, 1.7109005, 1.6571166, 1550.1282396
26.2600000000013, 171139.4391330, 127.2394649, 1.7079145, 1.6541497, 1550.0980821
26.2700000000013, 171082.4352423, 127.2424214, 1.7049336, 1.6511882, 1550.0679784
26.2800000000013, 171025.4502905, 127.2453728, 1.7019580, 1.6482321, 1550.0379286
26.2900000000013, 170968.4842714, 127.2483190, 1.6989875, 1.6452814, 1550.0079324
26.3000000000013, 170911.5371788, 127.2512600, 1.6960222, 1.6423362, 1549.9779897
26.3100000000013, 170854.6090065, 127.2541959, 1.6930621, 1.6393964, 1549.9481005
26.3200000000013, 170797.6997483, 127.2571267, 1.6901072, 1.6364619, 1549.9182647
26.3300000000013, 170740.8093980, 127.2600524, 1.6871574, 1.6335329, 1549.8884822
26.3400000000013, 170683.9379494, 127.2629730, 1.6842128, 1.6306092, 1549.8587529
26.3500000000013, 170627.0853963, 127.2658885, 1.6812733, 1.6276908, 1549.8290766
26.3600000000013, 170570.2517326, 127.2687989, 1.6783390, 1.6247779, 1549.7994533
26.3700000000013, 170513.4369520, 127.2717042, 1.6754097, 1.6218702, 1549.7698829
26.3800000000013, 170456.6410484, 127.2746044, 1.6724856, 1.6189679, 1549.7403653
26.3900000000013, 170399.8640155, 127.2774996, 1.6695666, 1.6160709, 1549.7109004
26.4000000000013, 170343.1058473, 127.2803897, 1.6666527, 1.6131792, 1549.6814881
26.4100000000013, 170286.3665374, 127.2832748, 1.6637438, 1.6102928, 1549.6521283
26.4200000000013, 170229.6460798, 127.2861549, 1.6608401, 1.6074117, 1549.6228209
26.4300000000013, 170172.9444682, 127.2890299, 1.6579414, 1.6045359, 1549.5935658
26.4400000000013, 170116.2616965, 127.2918999, 1.6550477, 1.6016654, 1549.5643629
26.4500000000013, 170059.5977585, 127.2947649, 1.6521592, 1.5988001, 1549.5352121
26.4600000000013, 170002.9526480, 127.2976249, 1.6492756, 1.5959400, 1549.5061134
26.4700000000013, 169946.3263589, 127.3004799, 1.6463971, 1.5930852, 1549.4770666
26.4800000000013, 169889.7188849, 127.3033299, 1.6435236, 1.5902357, 1549.4480716
26.4900000000013, 169833.1302200, 127.3061750, 1.6406551, 1.5873913, 1549.4191284
26.5000000000013, 169776.5603580, 127.3090150, 1.6377917, 1.5845522, 1549.3902368
26.5100000000013, 169720.0092927, 127.3118502, 1.6349332, 1.5817182, 1549.3613967
26.5200000000013, 169663.4770179, 127.3146803, 1.6320797, 1.5788894, 1549.3326082
26.5300000000013, 169606.9635275, 127.3175056, 1.6292312, 1.5760659, 1549.3038710
26.5400000000013, 169550.4688153, 127.3203259, 1.6263877, 1.5732475, 1549.2751850
26.5500000000014, 169493.9928751, 127.3231412, 1.6235491, 1.5704342, 1549.2465503
26.5600000000014, 169437.5357009, 127.3259517, 1.6207155, 1.5676261, 1549.2179666
26.5700000000014, 169381.0972865, 127.3287573, 1.6178868, 1.5648231, 1549.1894339
26.5800000000014, 169324.6776256, 127.3315579, 1.6150631, 1.5620253, 1549.1609521
26.5900000000014, 169268.2767123, 127.3343537, 1.6122443, 1.5592326, 1549.1325211
26.6000000000014, 169211.8945402, 127.3371446, 1.6094304, 1.5564450, 1549.1041408
26.6100000000014, 169155.5311034, 127.3399307, 1.6066214, 1.5536625, 1549.0758112
26.6200000000014, 169099.1863955, 127.3427118, 1.6038173, 1.5508850, 1549.0475321
26.6300000000014, 169042.8604106, 127.3454881, 1.6010182, 1.5481127, 1549.0193034
26.6400000000014, 168986.5531424, 127.3482596, 1.5982239, 1.5453454, 1548.9911251
26.6500000000014, 168930.2645848, 127.3510262, 1.5954345, 1.5425832, 1548.9629970
26.6600000000014, 168873.9947318, 127.3537880, 1.5926499, 1.5398261, 1548.9349190
26.6700000000014, 168817.7435770, 127.3565450, 1.5898702, 1.5370740, 1548.9068912
26.6800000000014, 168761.5111145, 127.3592972, 1.5870954, 1.5343269, 1548.8789133
26.6900000000014, 168705.2973381, 127.3620445, 1.5843254, 1.5315848, 1548.8509853
26.7000000000014, 168649.1022417, 127.3647871, 1.5815602, 1.5288478, 1548.8231071
26.7100000000014, 168592.9258191, 127.3675249, 1.5787999, 1.5261157, 1548.7952787
26.7200000000014, 168536.7680642, 127.3702579, 1.5760444, 1.5233887, 1548.7674998
26.7300000000014, 168480.6289709, 127.3729861, 1.5732937, 1.5206666, 1548.7397704
26.7400000000014, 168424.5085331, 127.3757096, 1.5705477, 1.5179495, 1548.7120905
26.7500000000014, 168368.4067446, 127.3784283, 1.5678066, 1.5152374, 1548.6844600
26.7600000000014, 168312.3235994, 127.3811423, 1.5650703, 1.5125303, 1548.6568787
26.7700000000014, 168256.2590913, 127.3838515, 1.5623387, 1.5098280, 1548.6293465
26.7800000000014, 168200.2132142, 127.3865560, 1.5596119, 1.5071308, 1548.6018635
26.7900000000014, 168144.1859621, 127.3892558, 1.5568899, 1.5044384, 1548.5744294
26.8000000000014, 168088.1773287, 127.3919509, 1.5541726, 1.5017510, 1548.5470442
26.8100000000014, 168032.1873080, 127.3946413, 1.5514601, 1.4990684, 1548.5197078
26.8200000000014, 167976.2158939, 127.3973270, 1.5487523, 1.4963908, 1548.4924202
26.8300000000014, 167920.2630803, 127.4000079, 1.5460492, 1.4937181, 1548.4651812
26.8400000000014, 167864.3288610, 127.4026843, 1.5433509, 1.4910502, 1548.4379907
26.8500000000014, 167808.4132301, 127.4053559, 1.5406572, 1.4883872, 1548.4108487
26.8600000000014, 167752.5161813, 127.4080229, 1.5379682, 1.4857291, 1548.3837551
26.8700000000014, 167696.6377086, 127.4106852, 1.5352840, 1.4830758, 1548.3567097
26.8800000000014, 167640.7778059, 127.4133429, 1.5326044, 1.4804274, 1548.3297125
26.8900000000014, 167584.9364670, 127.4159959, 1.5299295, 1.4777838, 1548.3027634
26.9000000000014, 167529.1136860, 127.4186443, 1.5272593, 1.4751451, 1548.2758624
26.9100000000014, 167473.3094568, 127.4212881, 1.5245937, 1.4725111, 1548.2490093
26.9200000000014, 167417.5237731, 127.4239273, 1.5219328, 1.4698820, 1548.2222040
26.9300000000014, 167361.7566290, 127.4265618, 1.5192765, 1.4672576, 1548.1954464
26.9400000000014, 167306.0080184, 127.4291918, 1.5166249, 1.4646381, 1548.1687366
26.9500000000014, 167250.2779351, 127.4318172, 1.5139779, 1.4620233, 1548.1420743
26.9600000000014, 167194.5663732, 127.4344380, 1.5113355, 1.4594133, 1548.1154595
26.9700000000014, 167138.8733265, 127.4370542, 1.5086977, 1.4568080, 1548.0888921
26.9800000000014, 167083.1987889, 127.4396658, 1.5060645, 1.4542075, 1548.0623721
26.9900000000014, 167027.5427545, 127.4422729, 1.5034360, 1.4516118, 1548.0358993
27.0000000000014, 166971.9052170, 127.4448755, 1.5008120, 1.4490208, 1548.0094736
27.0100000000014, 166916.2861705, 127.4474735, 1.4981926, 1.4464345, 1547.9830950
27.0200000000014, 166860.6856088, 127.4500669, 1.4955777, 1.4438529, 1547.9567634
27.0300000000014, 166805.1035260, 127.4526559, 1.4929674, 1.4412761, 1547.9304787
27.0400000000014, 166749.5399159, 127.4552403, 1.4903617, 1.4387039, 1547.9042407
27.0500000000014, 166693.9947724, 127.4578202, 1.4877605, 1.4361364, 1547.8780496
27.0600000000014, 166638.4680896, 127.4603956, 1.4851639, 1.4335736, 1547.8519050
27.0700000000014, 166582.9598613, 127.4629665, 1.4825718, 1.4310155, 1547.8258070
27.0800000000014, 166527.4700816, 127.4655330, 1.4799842, 1.4284620, 1547.7997555
27.0900000000014, 166471.9987443, 127.4680949, 1.4774012, 1.4259132, 1547.7737503
27.1000000000014, 166416.5458433, 127.4706524, 1.4748226, 1.4233691, 1547.7477915
27.1100000000014, 166361.1113727, 127.4732054, 1.4722486, 1.4208296, 1547.7218789
27.1200000000014, 166305.6953264, 127.4757540, 1.4696790, 1.4182947, 1547.6960124
27.1300000000014, 166250.2976984, 127.4782981, 1.4671139, 1.4157644, 1547.6701920
27.1400000000014, 166194.9184825, 127.4808377, 1.4645533, 1.4132387, 1547.6444175
27.1500000000014, 166139.5576728, 127.4833730, 1.4619972, 1.4107177, 1547.6186889
27.1600000000014, 166084.2152632, 127.4859038, 1.4594455, 1.4082012, 1547.5930061
27.1700000000014, 166028.8912477, 127.4884302, 1.4568983, 1.4056893, 1547.5673691
27.1800000000014, 165973.5856202, 127.4909522, 1.4543555, 1.4031820, 1547.5417776
27.1900000000015, 165918.2983747, 127.4934698, 1.4518172, 1.4006792, 1547.5162318
27.2000000000015, 165863.0295052, 127.4959829, 1.4492833, 1.3981811, 1547.4907313
27.2100000000015, 165807.7790055, 127.4984917, 1.4467538, 1.3956874, 1547.4652763
27.2200000000015, 165752.5468698, 127.5009962, 1.4442287, 1.3931983, 1547.4398666
27.2300000000015, 165697.3330920, 127.5034962, 1.4417081, 1.3907138, 1547.4145021
27.2400000000015, 165642.1376659, 127.5059919, 1.4391918, 1.3882337, 1547.3891827
27.2500000000015, 165586.9605857, 127.5084832, 1.4366799, 1.3857582, 1547.3639084
27.2600000000015, 165531.8018453, 127.5109702, 1.4341724, 1.3832872, 1547.3386791
27.2700000000015, 165476.6614387, 127.5134529, 1.4316693, 1.3808207, 1547.3134947
27.2800000000015, 165421.5393598, 127.5159312, 1.4291706, 1.3783586, 1547.2883550
27.2900000000015, 165366.4356026, 127.5184052, 1.4266762, 1.3759011, 1547.2632601
27.3000000000015, 165311.3501611, 127.5208748, 1.4241862, 1.3734480, 1547.2382099
27.3100000000015, 165256.2830293, 127.5233402, 1.4217005, 1.3709994, 1547.2132042
27.3200000000015, 165201.2342012, 127.5258013, 1.4192192, 1.3685552, 1547.1882431
27.3300000000015, 165146.2036708, 127.5282580, 1.4167421, 1.3661155, 1547.1633263
27.3400000000015, 165091.1914320, 127.5307105, 1.4142694, 1.3636803, 1547.1384538
27.3500000000015, 165036.1974789, 127.5331587, 1.4118011, 1.3612494, 1547.1136256
27.3600000000015, 164981.2218055, 127.5356026, 1.4093370, 1.3588230, 1547.0888416
27.3700000000015, 164926.2644057, 127.5380422, 1.4068772, 1.3564010, 1547.0641017
27.3800000000015, 164871.3252735, 127.5404776, 1.4044218, 1.3539834, 1547.0394057
27.3900000000015, 164816.4044030, 127.5429088, 1.4019706, 1.3515702, 1547.0147537
27.4000000000015, 164761.5017881, 127.5453357, 1.3995237, 1.3491614, 1546.9901456
27.4100000000015, 164706.6174228, 127.5477584, 1.3970810, 1.3467569, 1546.9655812
27.4200000000015, 164651.7513013, 127.5501768, 1.3946426, 1.3443569, 1546.9410605
27.4300000000015, 164596.9034173, 127.5525910, 1.3922085, 1.3419612, 1546.9165834
27.4400000000015, 164542.0737651, 127.5550010, 1.3897787, 1.3395698, 1546.8921498
27.4500000000015, 164487.2623385, 127.5574068, 1.3873530, 1.3371828, 1546.8677597
27.4600000000015, 164432.4691316, 127.5598084, 1.3849316, 1.3348002, 1546.8434130
27.4700000000015, 164377.6941385, 127.5622058, 1.3825144, 1.3324219, 1546.8191096
27.4800000000015, 164322.9373530, 127.5645990, 1.3801015, 1.3300479, 1546.7948494
27.4900000000015, 164268.1987693, 127.5669881, 1.3776928, 1.3276782, 1546.7706323
27.5000000000015, 164213.4783814, 127.5693730, 1.3752882, 1.3253128, 1546.7464583
27.5100000000015, 164158.7761832, 127.5717537, 1.3728879, 1.3229517, 1546.7223272
27.5200000000015, 164104.0921689, 127.5741302, 1.3704917, 1.3205949, 1546.6982391
27.5300000000015, 164049.4263324, 127.5765026, 1.3680997, 1.3182424, 1546.6741938
27.5400000000015, 163994.7786677, 127.5788709, 1.3657119, 1.3158942, 1546.6501912
27.5500000000015, 163940.1491690, 127.5812350, 1.3633283, 1.3135502, 1546.6262313
27.5600000000015, 163885.5378302, 127.5835950, 1.3609488, 1.3112105, 1546.6023140
27.5700000000015, 163830.9446453, 127.5859509, 1.3585735, 1.3088750, 1546.5784393
27.5800000000015, 163776.3696084, 127.5883027, 1.3562024, 1.3065438, 1546.5546069
27.5900000000015, 163721.8127135, 127.5906504, 1.3538353, 1.3042168, 1546.5308170
27.6000000000015, 163667.2739547, 127.5929940, 1.3514724, 1.3018941, 1546.5070693
