,C,D,I,S,T
11.8326999999997, 2458.4837562, 1475.0703507, 1744.7719398, 1988.6005358, 12.6847061
11.8357999999997, 2458.3445045, 1475.4309201, 1744.6632907, 1988.4890787, 12.6855541
11.8388999999997, 2458.2052554, 1475.7914670, 1744.5546613, 1988.3776220, 12.6864018
11.8419999999997, 2458.0660090, 1476.1519914, 1744.4460513, 1988.2661657, 12.6872495
11.8450999999997, 2457.9267652, 1476.5124935, 1744.3374609, 1988.1547098, 12.6880969
11.8481999999997, 2457.7875241, 1476.8729730, 1744.2288899, 1988.0432544, 12.6889443
11.8512999999997, 2457.6482856, 1477.2334302, 1744.1203383, 1987.9317993, 12.6897914
11.8543999999997, 2457.5090498, 1477.5938649, 1744.0118062, 1987.8203447, 12.6906385
11.8574999999997, 2457.3698166, 1477.9542772, 1743.9032935, 1987.7088906, 12.6914853
11.8605999999997, 2457.2305862, 1478.3146671, 1743.7948001, 1987.5974369, 12.6923320
11.8636999999997, 2457.0913585, 1478.6750345, 1743.6863261, 1987.4859837, 12.6931786
11.8667999999997, 2456.9521335, 1479.0353795, 1743.5778714, 1987.3745309, 12.6940250
11.8698999999997, 2456.8129112, 1479.3957022, 1743.4694361, 1987.2630786, 12.6948713
11.8729999999997, 2456.6736917, 1479.7560024, 1743.3610200, 1987.1516268, 12.6957174
11.8760999999997, 2456.5344749, 1480.1162802, 1743.2526231, 1987.0401755, 12.6965634
11.8791999999997, 2456.3952608, 1480.4765356, 1743.1442455, 1986.9287248, 12.6974092
11.8822999999997, 2456.2560496, 1480.8367686, 1743.0358872, 1986.8172745, 12.6982549
11.8853999999997, 2456.1168411, 1481.1969793, 1742.9275480, 1986.7058248, 12.6991004
11.8884999999997, 2455.9776354, 1481.5571675, 1742.8192279, 1986.5943756, 12.6999458
11.8915999999997, 2455.8384325, 1481.9173334, 1742.7109270, 1986.4829269, 12.7007910
11.8946999999997, 2455.6992324, 1482.2774768, 1742.6026452, 1986.3714788, 12.7016361
11.8977999999997, 2455.5600351, 1482.6375979, 1742.4943826, 1986.2600312, 12.7024810
11.9008999999997, 2455.4208407, 1482.9976967, 1742.3861390, 1986.1485843, 12.7033258
11.9039999999996, 2455.2816491, 1483.3577730, 1742.2779144, 1986.0371379, 12.7041704
11.9070999999996, 2455.1424604, 1483.7178270, 1742.1697089, 1985.9256920, 12.7050149
11.9101999999996, 2455.0032745, 1484.0778587, 1742.0615223, 1985.8142468, 12.7058593
11.9132999999996, 2454.8640915, 1484.4378680, 1741.9533548, 1985.7028022, 12.7067035
11.9163999999996, 2454.7249114, 1484.7978549, 1741.8452062, 1985.5913582, 12.7075475
11.9194999999996, 2454.5857342, 1485.1578195, 1741.7370765, 1985.4799148, 12.7083914
11.9225999999996, 2454.4465599, 1485.5177617, 1741.6289658, 1985.3684720, 12.7092352
11.9256999999996, 2454.3073885, 1485.8776816, 1741.5208739, 1985.2570298, 12.7100788
11.9287999999996, 2454.1682200, 1486.2375792, 1741.4128009, 1985.1455884, 12.7109223
11.9318999999996, 2454.0290544, 1486.5974544, 1741.3047468, 1985.0341475, 12.7117657
11.9349999999996, 2453.8898918, 1486.9573073, 1741.1967114, 1984.9227073, 12.7126089
11.9380999999996, 2453.7507322, 1487.3171379, 1741.0886949, 1984.8112678, 12.7134519
11.9411999999996, 2453.6115755, 1487.6769462, 1740.9806971, 1984.6998290, 12.7142948
11.9442999999996, 2453.4724218, 1488.0367321, 1740.8727181, 1984.5883909, 12.7151376
11.9473999999996, 2453.3332711, 1488.3964957, 1740.7647578, 1984.4769534, 12.7159802
11.9504999999996, 2453.1941233, 1488.7562371, 1740.6568163, 1984.3655167, 12.7168227
11.9535999999996, 2453.0549786, 1489.1159561, 1740.5488934, 1984.2540806, 12.7176650
11.9566999999996, 2452.9158369, 1489.4756528, 1740.4409892, 1984.1426453, 12.7185072
11.9597999999996, 2452.7766982, 1489.8353272, 1740.3331036, 1984.0312108, 12.7193493
11.9628999999996, 2452.6375625, 1490.1949793, 1740.2252366, 1983.9197769, 12.7201912
11.9659999999996, 2452.4984299, 1490.5546092, 1740.1173883, 1983.8083438, 12.7210330
11.9690999999996, 2452.3593004, 1490.9142167, 1740.0095585, 1983.6969115, 12.7218746
11.9721999999996, 2452.2201739, 1491.2738020, 1739.9017472, 1983.5854799, 12.7227161
11.9752999999996, 2452.0810504, 1491.6333650, 1739.7939545, 1983.4740491, 12.7235575
11.9783999999996, 2451.9419301, 1491.9929057, 1739.6861803, 1983.3626191, 12.7243987
11.9814999999996, 2451.8028128, 1492.3524242, 1739.5784246, 1983.2511899, 12.7252397
11.9845999999996, 2451.6636987, 1492.7119203, 1739.4706873, 1983.1397614, 12.7260807
11.9876999999996, 2451.5245876, 1493.0713942, 1739.3629685, 1983.0283338, 12.7269215
11.9907999999996, 2451.3854797, 1493.4308459, 1739.2552681, 1982.9169070, 12.7277622
11.9938999999996, 2451.2463749, 1493.7902753, 1739.1475861, 1982.8054810, 12.7286027
11.9969999999996, 2451.1072732, 1494.1496825, 1739.0399225, 1982.6940558, 12.7294431
12.0000999999996, 2450.9681747, 1494.5090674, 1738.9322772, 1982.5826315, 12.7302833
12.0031999999996, 2450.8290794, 1494.8684300, 1738.8246502, 1982.4712080, 12.7311234
12.0062999999996, 2450.6899872, 1495.2277704, 1738.7170416, 1982.3597854, 12.7319634
12.0093999999996, 2450.5508982, 1495.5870886, 1738.6094513, 1982.2483637, 12.7328033
12.0124999999996, 2450.4118124, 1495.9463846, 1738.5018792, 1982.1369428, 12.7336430
12.0155999999996, 2450.2727297, 1496.3056583, 1738.3943253, 1982.0255228, 12.7344825
12.0186999999996, 2450.1336503, 1496.6649098, 1738.2867897, 1981.9141037, 12.7353220
12.0217999999996, 2449.9945741, 1497.0241391, 1738.1792723, 1981.8026855, 12.7361613
12.0248999999996, 2449.8555011, 1497.3833461, 1738.0717731, 1981.6912682, 12.7370004
12.0279999999996, 2449.7164314, 1497.7425310, 1737.9642920, 1981.5798519, 12.7378395
12.0310999999996, 2449.5773648, 1498.1016936, 1737.8568290, 1981.4684364, 12.7386783
12.0341999999996, 2449.4383016, 1498.4608340, 1737.7493842, 1981.3570219, 12.7395171
12.0372999999996, 2449.2992416, 1498.8199522, 1737.6419575, 1981.2456083, 12.7403557
12.0403999999996, 2449.1601848, 1499.1790483, 1737.5345488, 1981.1341957, 12.7411942
12.0434999999996, 2449.0211314, 1499.5381221, 1737.4271582, 1981.0227840, 12.7420326
12.0465999999996, 2448.8820812, 1499.8971737, 1737.3197856, 1980.9113733, 12.7428708
12.0496999999996, 2448.7430343, 1500.2562032, 1737.2124310, 1980.7999636, 12.7437089
12.0527999999996, 2448.6039907, 1500.6152105, 1737.1050944, 1980.6885548, 12.7445469
12.0558999999996, 2448.4649505, 1500.9741955, 1736.9977758, 1980.5771471, 12.7453847
12.0589999999996, 2448.3259135, 1501.3331585, 1736.8904751, 1980.4657403, 12.7462224
12.0620999999996, 2448.1868799, 1501.6920992, 1736.7831923, 1980.3543346, 12.7470600
12.0651999999996, 2448.0478497, 1502.0510178, 1736.6759274, 1980.2429298, 12.7478974
12.0682999999996, 2447.9088228, 1502.4099142, 1736.5686804, 1980.1315261, 12.7487347
12.0713999999996, 2447.7697992, 1502.7687884, 1736.4614513, 1980.0201235, 12.7495719
12.0744999999996, 2447.6307790, 1503.1276405, 1736.3542400, 1979.9087218, 12.7504089
12.0775999999996, 2447.4917622, 1503.4864704, 1736.2470466, 1979.7973212, 12.7512458
12.0806999999996, 2447.3527488, 1503.8452782, 1736.1398709, 1979.6859217, 12.7520826
12.0837999999996, 2447.2137387, 1504.2040639, 1736.0327130, 1979.5745233, 12.7529193
12.0868999999996, 2447.0747321, 1504.5628273, 1735.9255728, 1979.4631259, 12.7537558
12.0899999999996, 2446.9357289, 1504.9215687, 1735.8184504, 1979.3517296, 12.7545922
12.0930999999996, 2446.7967291, 1505.2802879, 1735.7113457, 1979.2403344, 12.7554285
12.0961999999996, 2446.6577327, 1505.6389850, 1735.6042587, 1979.1289403, 12.7562646
12.0992999999996, 2446.5187397, 1505.9976599, 1735.4971894, 1979.0175473, 12.7571006
12.1023999999996, 2446.3797502, 1506.3563128, 1735.3901377, 1978.9061554, 12.7579365
12.1054999999996, 2446.2407642, 1506.7149435, 1735.2831036, 1978.7947647, 12.7587722
12.1085999999996, 2446.1017816, 1507.0735521, 1735.1760871, 1978.6833750, 12.7596079
12.1116999999996, 2445.9628025, 1507.4321386, 1735.0690883, 1978.5719866, 12.7604434
12.1147999999996, 2445.8238269, 1507.7907029, 1734.9621070, 1978.4605992, 12.7612787
12.1178999999996, 2445.6848547, 1508.1492452, 1734.8551432, 1978.3492130, 12.7621140
12.1209999999996, 2445.5458861, 1508.5077653, 1734.7481970, 1978.2378280, 12.7629491
12.1240999999996, 2445.4069210, 1508.8662634, 1734.6412683, 1978.1264442, 12.7637841
12.1271999999996, 2445.2679593, 1509.2247394, 1734.5343570, 1978.0150616, 12.7646190
12.1302999999996, 2445.1290012, 1509.5831932, 1734.4274633, 1977.9036801, 12.7654537
12.1333999999996, 2444.9900467, 1509.9416250, 1734.3205869, 1977.7922998, 12.7662883
12.1364999999996, 2444.8510956, 1510.3000347, 1734.2137280, 1977.6809208, 12.7671228
12.1395999999996, 2444.7121481, 1510.6584223, 1734.1068865, 1977.5695429, 12.7679572
12.1426999999996, 2444.5732042, 1511.0167878, 1734.0000624, 1977.4581663, 12.7687914
12.1457999999996, 2444.4342638, 1511.3751313, 1733.8932556, 1977.3467909, 12.7696256
12.1488999999996, 2444.2953270, 1511.7334527, 1733.7864662, 1977.2354168, 12.7704596
12.1519999999996, 2444.1563938, 1512.0917520, 1733.6796941, 1977.1240439, 12.7712934
12.1550999999996, 2444.0174642, 1512.4500293, 1733.5729393, 1977.0126723, 12.7721272
12.1581999999996, 2443.8785382, 1512.8082845, 1733.4662018, 1976.9013019, 12.7729608
12.1612999999996, 2443.7396158, 1513.1665176, 1733.3594816, 1976.7899328, 12.7737943
12.1643999999996, 2443.6006969, 1513.5247287, 1733.2527786, 1976.6785649, 12.7746277
12.1674999999996, 2443.4617818, 1513.8829178, 1733.1460928, 1976.5671984, 12.7754609
12.1705999999996, 2443.3228702, 1514.2410847, 1733.0394242, 1976.4558332, 12.7762941
12.1736999999996, 2443.1839623, 1514.5992297, 1732.9327728, 1976.3444692, 12.7771271
12.1767999999996, 2443.0450580, 1514.9573526, 1732.8261386, 1976.2331066, 12.7779600
12.1798999999996, 2442.9061574, 1515.3154535, 1732.7195215, 1976.1217453, 12.7787928
12.1829999999996, 2442.7672604, 1515.6735323, 1732.6129215, 1976.0103853, 12.7796254
12.1860999999996, 2442.6283671, 1516.0315892, 1732.5063387, 1975.8990267, 12.7804579
12.1891999999996, 2442.4894775, 1516.3896240, 1732.3997729, 1975.7876694, 12.7812903
12.1922999999996, 2442.3505916, 1516.7476367, 1732.2932242, 1975.6763135, 12.7821226
12.1953999999996, 2442.2117093, 1517.1056275, 1732.1866925, 1975.5649589, 12.7829548
12.1984999999996, 2442.0728308, 1517.4635962, 1732.0801778, 1975.4536057, 12.7837869
12.2015999999996, 2441.9339560, 1517.8215430, 1731.9736802, 1975.3422539, 12.7846188
12.2046999999996, 2441.7950849, 1518.1794677, 1731.8671995, 1975.2309034, 12.7854506
12.2077999999996, 2441.6562175, 1518.5373704, 1731.7607358, 1975.1195544, 12.7862823
12.2108999999996, 2441.5173539, 1518.8952511, 1731.6542890, 1975.0082067, 12.7871139
12.2139999999996, 2441.3784940, 1519.2531099, 1731.5478592, 1974.8968605, 12.7879453
12.2170999999996, 2441.2396378, 1519.6109466, 1731.4414463, 1974.7855157, 12.7887766
12.2201999999996, 2441.1007854, 1519.9687613, 1731.3350502, 1974.6741723, 12.7896079
12.2232999999996, 2440.9619368, 1520.3265541, 1731.2286710, 1974.5628303, 12.7904390
12.2263999999996, 2440.8230919, 1520.6843249, 1731.1223087, 1974.4514898, 12.7912699
12.2294999999996, 2440.6842508, 1521.0420737, 1731.0159632, 1974.3401507, 12.7921008
12.2325999999996, 2440.5454135, 1521.3998005, 1730.9096345, 1974.2288131, 12.7929316
12.2356999999996, 2440.4065800, 1521.7575053, 1730.8033226, 1974.1174770, 12.7937622
12.2387999999996, 2440.2677504, 1522.1151882, 1730.6970275, 1974.0061423, 12.7945927
12.2418999999996, 2440.1289245, 1522.4728491, 1730.5907491, 1973.8948091, 12.7954231
12.2449999999996, 2439.9901024, 1522.8304881, 1730.4844875, 1973.7834774, 12.7962534
12.2480999999996, 2439.8512842, 1523.1881051, 1730.3782425, 1973.6721472, 12.7970836
12.2511999999996, 2439.7124698, 1523.5457001, 1730.2720143, 1973.5608185, 12.7979136
12.2542999999996, 2439.5736592, 1523.9032732, 1730.1658027, 1973.4494913, 12.7987436
12.2573999999996, 2439.4348525, 1524.2608244, 1730.0596078, 1973.3381656, 12.7995734
12.2604999999996, 2439.2960497, 1524.6183536, 1729.9534295, 1973.2268415, 12.8004031
12.2635999999996, 2439.1572507, 1524.9758608, 1729.8472678, 1973.1155189, 12.8012327
12.2666999999996, 2439.0184556, 1525.3333461, 1729.7411228, 1973.0041978, 12.8020622
12.2697999999996, 2438.8796643, 1525.6908095, 1729.6349943, 1972.8928783, 12.8028915
12.2728999999996, 2438.7408770, 1526.0482510, 1729.5288824, 1972.7815604, 12.8037208
12.2759999999996, 2438.6020935, 1526.4056705, 1729.4227870, 1972.6702440, 12.8045499
12.2790999999996, 2438.4633140, 1526.7630681, 1729.3167081, 1972.5589292, 12.8053790
12.2821999999996, 2438.3245383, 1527.1204438, 1729.2106458, 1972.4476160, 12.8062079
12.2852999999996, 2438.1857666, 1527.4777976, 1729.1045999, 1972.3363043, 12.8070367
12.2883999999996, 2438.0469988, 1527.8351294, 1728.9985705, 1972.2249943, 12.8078654
12.2914999999996, 2437.9082349, 1528.1924394, 1728.8925575, 1972.1136859, 12.8086939
12.2945999999996, 2437.7694750, 1528.5497274, 1728.7865610, 1972.0023791, 12.8095224
12.2976999999996, 2437.6307190, 1528.9069935, 1728.6805809, 1971.8910739, 12.8103508
12.3007999999996, 2437.4919670, 1529.2642378, 1728.5746171, 1971.7797703, 12.8111790
12.3038999999996, 2437.3532189, 1529.6214601, 1728.4686698, 1971.6684684, 12.8120071
12.3069999999996, 2437.2144748, 1529.9786605, 1728.3627388, 1971.5571681, 12.8128351
12.3100999999996, 2437.0757347, 1530.3358391, 1728.2568241, 1971.4458695, 12.8136631
12.3131999999996, 2436.9369985, 1530.6929958, 1728.1509257, 1971.3345725, 12.8144909
12.3162999999996, 2436.7982664, 1531.0501305, 1728.0450437, 1971.2232772, 12.8153185
12.3193999999996, 2436.6595382, 1531.4072434, 1727.9391779, 1971.1119836, 12.8161461
12.3224999999996, 2436.5208141, 1531.7643345, 1727.8333284, 1971.0006917, 12.8169736
12.3255999999996, 2436.3820939, 1532.1214036, 1727.7274951, 1970.8894014, 12.8178010
12.3286999999996, 2436.2433778, 1532.4784509, 1727.6216781, 1970.7781129, 12.8186282
12.3317999999996, 2436.1046657, 1532.8354763, 1727.5158772, 1970.6668260, 12.8194553
12.3348999999996, 2435.9659577, 1533.1924799, 1727.4100926, 1970.5555409, 12.8202824
12.3379999999996, 2435.8272537, 1533.5494616, 1727.3043241, 1970.4442575, 12.8211093
12.3410999999996, 2435.6885537, 1533.9064214, 1727.1985717, 1970.3329758, 12.8219361
12.3441999999996, 2435.5498578, 1534.2633594, 1727.0928355, 1970.2216959, 12.8227628
12.3472999999996, 2435.4111659, 1534.6202755, 1726.9871155, 1970.1104177, 12.8235894
12.3503999999996, 2435.2724781, 1534.9771698, 1726.8814115, 1969.9991413, 12.8244159
12.3534999999996, 2435.1337944, 1535.3340423, 1726.7757236, 1969.8878666, 12.8252423
12.3565999999996, 2434.9951148, 1535.6908929, 1726.6700517, 1969.7765937, 12.8260686
12.3596999999996, 2434.8564393, 1536.0477217, 1726.5643959, 1969.6653225, 12.8268948
12.3627999999996, 2434.7177678, 1536.4045286, 1726.4587561, 1969.5540532, 12.8277208
12.3658999999996, 2434.5791005, 1536.7613137, 1726.3531323, 1969.4427856, 12.8285468
12.3689999999996, 2434.4404373, 1537.1180770, 1726.2475246, 1969.3315199, 12.8293726
12.3720999999996, 2434.3017781, 1537.4748184, 1726.1419327, 1969.2202559, 12.8301984
12.3751999999996, 2434.1631232, 1537.8315381, 1726.0363569, 1969.1089938, 12.8310240
12.3782999999996, 2434.0244723, 1538.1882359, 1725.9307969, 1968.9977334, 12.8318496
12.3813999999996, 2433.8858256, 1538.5449119, 1725.8252529, 1968.8864749, 12.8326750
12.3844999999996, 2433.7471830, 1538.9015661, 1725.7197248, 1968.7752183, 12.8335003
12.3875999999996, 2433.6085446, 1539.2581985, 1725.6142126, 1968.6639634, 12.8343256
12.3906999999996, 2433.4699104, 1539.6148091, 1725.5087162, 1968.5527105, 12.8351507
12.3937999999996, 2433.3312803, 1539.9713979, 1725.4032357, 1968.4414594, 12.8359757
12.3968999999996, 2433.1926544, 1540.3279649, 1725.2977710, 1968.3302101, 12.8368006
12.3999999999996, 2433.0540326, 1540.6845101, 1725.1923221, 1968.2189627, 12.8376254
12.4030999999996, 2432.9154151, 1541.0410335, 1725.0868890, 1968.1077172, 12.8384501
12.4061999999996, 2432.7768017, 1541.3975351, 1724.9814717, 1967.9964736, 12.8392747
12.4092999999996, 2432.6381926, 1541.7540149, 1724.8760701, 1967.8852319, 12.8400992
12.4123999999996, 2432.4995876, 1542.1104730, 1724.7706843, 1967.7739921, 12.8409236
12.4154999999996, 2432.3609869, 1542.4669093, 1724.6653142, 1967.6627542, 12.8417479
12.4185999999996, 2432.2223904, 1542.8233238, 1724.5599598, 1967.5515182, 12.8425721
12.4216999999996, 2432.0837981, 1543.1797165, 1724.4546211, 1967.4402842, 12.8433962
12.4247999999996, 2431.9452100, 1543.5360875, 1724.3492981, 1967.3290520, 12.8442202
12.4278999999996, 2431.8066262, 1543.8924367, 1724.2439907, 1967.2178219, 12.8450440
12.4309999999996, 2431.6680467, 1544.2487641, 1724.1386989, 1967.1065936, 12.8458678
12.4340999999996, 2431.5294714, 1544.6050698, 1724.0334228, 1966.9953673, 12.8466915
12.4371999999996, 2431.3909003, 1544.9613537, 1723.9281623, 1966.8841430, 12.8475151
12.4402999999996, 2431.2523335, 1545.3176159, 1723.8229173, 1966.7729206, 12.8483386
12.4433999999996, 2431.1137710, 1545.6738563, 1723.7176879, 1966.6617003, 12.8491619
12.4464999999996, 2430.9752128, 1546.0300750, 1723.6124741, 1966.5504819, 12.8499852
12.4495999999996, 2430.8366588, 1546.3862720, 1723.5072758, 1966.4392655, 12.8508084
12.4526999999996, 2430.6981092, 1546.7424472, 1723.4020930, 1966.3280510, 12.8516315
12.4557999999996, 2430.5595638, 1547.0986006, 1723.2969257, 1966.2168386, 12.8524545
12.4588999999996, 2430.4210228, 1547.4547324, 1723.1917739, 1966.1056282, 12.8532773
12.4619999999996, 2430.2824861, 1547.8108424, 1723.0866376, 1965.9944199, 12.8541001
12.4650999999996, 2430.1439536, 1548.1669307, 1722.9815167, 1965.8832135, 12.8549228
12.4681999999996, 2430.0054256, 1548.5229972, 1722.8764112, 1965.7720092, 12.8557454
12.4712999999996, 2429.8669018, 1548.8790421, 1722.7713211, 1965.6608069, 12.8565679
12.4743999999996, 2429.7283824, 1549.2350652, 1722.6662464, 1965.5496067, 12.8573903
12.4774999999996, 2429.5898673, 1549.5910666, 1722.5611872, 1965.4384085, 12.8582125
12.4805999999996, 2429.4513566, 1549.9470463, 1722.4561432, 1965.3272124, 12.8590347
12.4836999999996, 2429.3128502, 1550.3030043, 1722.3511146, 1965.2160184, 12.8598568
12.4867999999996, 2429.1743482, 1550.6589406, 1722.2461014, 1965.1048264, 12.8606788
12.4898999999996, 2429.0358506, 1551.0148552, 1722.1411034, 1964.9936365, 12.8615007
12.4929999999996, 2428.8973574, 1551.3707481, 1722.0361208, 1964.8824487, 12.8623225
12.4960999999996, 2428.7588685, 1551.7266193, 1721.9311534, 1964.7712630, 12.8631442
12.4991999999996, 2428.6203840, 1552.0824688, 1721.8262013, 1964.6600794, 12.8639659
12.5022999999996, 2428.4819039, 1552.4382966, 1721.7212644, 1964.5488980, 12.8647874
12.5053999999996, 2428.3434282, 1552.7941027, 1721.6163427, 1964.4377186, 12.8656088
12.5084999999996, 2428.2049570, 1553.1498872, 1721.5114363, 1964.3265414, 12.8664301
12.5115999999996, 2428.0664901, 1553.5056499, 1721.4065451, 1964.2153663, 12.8672513
12.5146999999996, 2427.9280277, 1553.8613910, 1721.3016690, 1964.1041933, 12.8680725
12.5177999999996, 2427.7895697, 1554.2171105, 1721.1968081, 1963.9930225, 12.8688935
12.5208999999996, 2427.6511161, 1554.5728082, 1721.0919623, 1963.8818539, 12.8697144
12.5239999999996, 2427.5126670, 1554.9284843, 1720.9871317, 1963.7706874, 12.8705353
12.5270999999996, 2427.3742223, 1555.2841388, 1720.8823161, 1963.6595231, 12.8713560
12.5301999999996, 2427.2357821, 1555.6397715, 1720.7775157, 1963.5483609, 12.8721767
12.5332999999996, 2427.0973463, 1555.9953826, 1720.6727303, 1963.4372010, 12.8729973
12.5363999999996, 2426.9589150, 1556.3509721, 1720.5679600, 1963.3260432, 12.8738177
12.5394999999996, 2426.8204881, 1556.7065399, 1720.4632048, 1963.2148876, 12.8746381
12.5425999999996, 2426.6820658, 1557.0620861, 1720.3584646, 1963.1037342, 12.8754584
12.5456999999996, 2426.5436479, 1557.4176106, 1720.2537393, 1962.9925831, 12.8762786
12.5487999999996, 2426.4052345, 1557.7731135, 1720.1490291, 1962.8814341, 12.8770987
12.5518999999996, 2426.2668256, 1558.1285947, 1720.0443339, 1962.7702874, 12.8779187
12.5549999999996, 2426.1284212, 1558.4840543, 1719.9396536, 1962.6591429, 12.8787386
12.5580999999996, 2425.9900213, 1558.8394923, 1719.8349883, 1962.5480007, 12.8795584
12.5611999999996, 2425.8516259, 1559.1949087, 1719.7303379, 1962.4368607, 12.8803782
12.5642999999996, 2425.7132351, 1559.5503034, 1719.6257024, 1962.3257229, 12.8811978
12.5673999999996, 2425.5748487, 1559.9056765, 1719.5210818, 1962.2145874, 12.8820173
12.5704999999996, 2425.4364669, 1560.2610280, 1719.4164761, 1962.1034542, 12.8828368
12.5735999999996, 2425.2980897, 1560.6163578, 1719.3118852, 1961.9923232, 12.8836562
12.5766999999996, 2425.1597170, 1560.9716661, 1719.2073093, 1961.8811945, 12.8844754
12.5797999999996, 2425.0213488, 1561.3269527, 1719.1027481, 1961.7700682, 12.8852946
12.5828999999996, 2424.8829852, 1561.6822177, 1718.9982018, 1961.6589441, 12.8861137
12.5859999999996, 2424.7446261, 1562.0374612, 1718.8936702, 1961.5478223, 12.8869327
12.5890999999996, 2424.6062717, 1562.3926830, 1718.7891535, 1961.4367028, 12.8877516
12.5921999999996, 2424.4679217, 1562.7478832, 1718.6846515, 1961.3255856, 12.8885704
12.5952999999996, 2424.3295764, 1563.1030619, 1718.5801643, 1961.2144707, 12.8893892
12.5983999999996, 2424.1912357, 1563.4582189, 1718.4756918, 1961.1033582, 12.8902078
12.6014999999996, 2424.0528995, 1563.8133544, 1718.3712340, 1960.9922480, 12.8910263
12.6045999999996, 2423.9145680, 1564.1684682, 1718.2667909, 1960.8811402, 12.8918448
12.6076999999996, 2423.7762410, 1564.5235605, 1718.1623626, 1960.7700346, 12.8926632
12.6107999999996, 2423.6379187, 1564.8786312, 1718.0579489, 1960.6589315, 12.8934815
12.6138999999996, 2423.4996009, 1565.2336804, 1717.9535498, 1960.5478307, 12.8942997
12.6169999999996, 2423.3612878, 1565.5887079, 1717.8491654, 1960.4367323, 12.8951178
12.6200999999996, 2423.2229793, 1565.9437139, 1717.7447957, 1960.3256362, 12.8959358
12.6231999999996, 2423.0846755, 1566.2986983, 1717.6404405, 1960.2145426, 12.8967537
12.6262999999996, 2422.9463763, 1566.6536612, 1717.5361000, 1960.1034513, 12.8975716
12.6293999999996, 2422.8080817, 1567.0086025, 1717.4317740, 1959.9923624, 12.8983893
12.6324999999996, 2422.6697918, 1567.3635222, 1717.3274626, 1959.8812759, 12.8992070
12.6355999999996, 2422.5315065, 1567.7184204, 1717.2231657, 1959.7701918, 12.9000246
12.6386999999996, 2422.3932259, 1568.0732970, 1717.1188834, 1959.6591102, 12.9008421
12.6417999999996, 2422.2549500, 1568.4281521, 1717.0146156, 1959.5480309, 12.9016595
12.6448999999996, 2422.1166787, 1568.7829856, 1716.9103623, 1959.4369541, 12.9024768
12.6479999999996, 2421.9784121, 1569.1377976, 1716.8061234, 1959.3258797, 12.9032941
12.6510999999996, 2421.8401502, 1569.4925881, 1716.7018991, 1959.2148078, 12.9041112
12.6541999999996, 2421.7018930, 1569.8473570, 1716.5976892, 1959.1037383, 12.9049283
12.6572999999996, 2421.5636405, 1570.2021043, 1716.4934938, 1958.9926712, 12.9057453
12.6603999999996, 2421.4253926, 1570.5568302, 1716.3893127, 1958.8816067, 12.9065621
12.6634999999996, 2421.2871495, 1570.9115345, 1716.2851461, 1958.7705445, 12.9073790
12.6665999999996, 2421.1489111, 1571.2662173, 1716.1809939, 1958.6594849, 12.9081957
12.6696999999996, 2421.0106774, 1571.6208786, 1716.0768561, 1958.5484278, 12.9090123
12.6727999999996, 2420.8724485, 1571.9755183, 1715.9727326, 1958.4373731, 12.9098289
12.6758999999996, 2420.7342242, 1572.3301365, 1715.8686235, 1958.3263209, 12.9106454
12.6789999999996, 2420.5960047, 1572.6847333, 1715.7645287, 1958.2152712, 12.9114617
12.6820999999996, 2420.4577900, 1573.0393085, 1715.6604482, 1958.1042241, 12.9122780
12.6851999999996, 2420.3195800, 1573.3938622, 1715.5563820, 1957.9931794, 12.9130943
12.6882999999996, 2420.1813747, 1573.7483944, 1715.4523302, 1957.8821373, 12.9139104
12.6913999999996, 2420.0431742, 1574.1029050, 1715.3482926, 1957.7710976, 12.9147265
12.6944999999996, 2419.9049784, 1574.4573942, 1715.2442692, 1957.6600606, 12.9155424
12.6975999999996, 2419.7667875, 1574.8118619, 1715.1402601, 1957.5490260, 12.9163583
12.7006999999996, 2419.6286013, 1575.1663081, 1715.0362653, 1957.4379940, 12.9171741
12.7037999999996, 2419.4904198, 1575.5207329, 1714.9322846, 1957.3269646, 12.9179898
12.7068999999996, 2419.3522432, 1575.8751361, 1714.8283181, 1957.2159377, 12.9188055
12.7099999999996, 2419.2140713, 1576.2295178, 1714.7243659, 1957.1049134, 12.9196210
12.7130999999996, 2419.0759043, 1576.5838781, 1714.6204278, 1956.9938916, 12.9204365
12.7161999999996, 2418.9377420, 1576.9382169, 1714.5165038, 1956.8828724, 12.9212519
12.7192999999996, 2418.7995846, 1577.2925342, 1714.4125940, 1956.7718558, 12.9220672
12.7223999999996, 2418.6614319, 1577.6468300, 1714.3086983, 1956.6608418, 12.9228825
12.7254999999996, 2418.5232841, 1578.0011044, 1714.2048167, 1956.5498304, 12.9236976
12.7285999999996, 2418.3851411, 1578.3553573, 1714.1009492, 1956.4388216, 12.9245127
12.7316999999996, 2418.2470029, 1578.7095887, 1713.9970958, 1956.3278154, 12.9253277
12.7347999999996, 2418.1088696, 1579.0637987, 1713.8932565, 1956.2168118, 12.9261426
12.7378999999996, 2417.9707411, 1579.4179872, 1713.7894312, 1956.1058109, 12.9269574
12.7409999999996, 2417.8326174, 1579.7721543, 1713.6856199, 1955.9948125, 12.9277722
12.7440999999996, 2417.6944986, 1580.1262999, 1713.5818227, 1955.8838169, 12.9285868
12.7471999999996, 2417.5563846, 1580.4804240, 1713.4780395, 1955.7728238, 12.9294014
12.7502999999996, 2417.4182756, 1580.8345268, 1713.3742703, 1955.6618334, 12.9302159
